Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Molecular Weight	Chromosome	PFam ID	Protein Length	Ortholog count	Paralog count	PFam Description	CDD ID	Gene3D ID	Hamap ID	NCBIfam ID	PANTHER ID	PRINTS ID	SFLD ID	CDD Description	Gene3D Description	Hamap Description	NCBIfam Description	PANTHER Description	PRINTS Description	SFLD Description	PirSF ID	PirSF Description	Prositefamilies ID	Prositefamilies Description	Smart ID	Smart Description	Superfamily ID	Superfamily Description	InterPro ID	InterPro Description	Computed GO Component IDs	Computed GO Components	Computed GO Function IDs	Computed GO Functions	Computed GO Process IDs	Computed GO Processes	Curated GO Component IDs	Curated GO Components	Curated GO Function IDs	Curated GO Functions	Curated GO Process IDs	Curated GO Processes	EC numbers	EC numbers from OrthoMCL
B9J08_000027	B9J08_000027-t37_1	Candida auris strain B8441	PEKT02000001:65,993..66,782(-)	short chain dehydrogenase | domain-containing protein	26610	Not Assigned	PF00106	247	3836	0	short chain dehydrogenase	N/A	G3DSA:3.40.50.720	N/A	N/A	N/A	PR00081	N/A	N/A	-	N/A	N/A	N/A	Glucose/ribitol dehydrogenase family signature	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF51735	NAD(P)-binding Rossmann-fold domains	-, IPR002347, IPR036291	Uncharacterized oxidoreductase YIR035C	N/A	N/A	GO:0016491;GO:0016491	oxidoreductase activity;oxidoreductase activity	GO:0008152;GO:0008152	metabolic process;metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.1.1.184 (carbonyl reductase (NADPH))
B9J08_000028	B9J08_000028-t37_1	Candida auris strain B8441	PEKT02000001:67,244..69,280(+)	Pan3 Pseudokinase domain | domain-containing protein	75108	Not Assigned	PF18101	678	474	0	Pan3 Pseudokinase domain	N/A	G3DSA:1.10.287.3700, G3DSA:1.10.510.10, G3DSA:1.20.5.5160, G3DSA:6.10.250.3160	MF_03181	N/A	N/A	N/A	N/A	N/A	Transferase(Phosphotransferase) domain 1	PAN2-PAN3 deadenylation complex subunit PAN3 [PAN3].	N/A	N/A	N/A	N/A	N/A	N/A	PS50103	Zinc finger C3H1-type profile.	SM00220	serkin_6	SSF56112	Protein kinase-like (PK-like)	-, IPR000571, IPR000719, IPR011009, IPR030844, IPR041332	Zinc finger C3H1-type profile.	GO:0031251;GO:0031251;GO:0031251	PAN complex;PAN complex;PAN complex	GO:0005524;GO:0005524;GO:0005524;GO:0046872;GO:0008143;GO:0008143;GO:0004535;GO:0004535;GO:0004672;GO:0004672;GO:0004672;GO:0003723;GO:0003723;GO:0003723	ATP binding;ATP binding;ATP binding;metal ion binding;poly(A) binding;poly(A) binding;poly(A)-specific ribonuclease activity;poly(A)-specific ribonuclease activity;protein kinase activity;protein kinase activity;protein kinase activity;RNA binding;RNA binding;RNA binding	GO:0006301;GO:0006301;GO:0006281;GO:0006281;GO:0000289;GO:0000289;GO:0000289;GO:0006468;GO:0006468;GO:0006468	DNA damage tolerance;DNA damage tolerance;DNA repair;DNA repair;nuclear-transcribed mRNA poly(A) tail shortening;nuclear-transcribed mRNA poly(A) tail shortening;nuclear-transcribed mRNA poly(A) tail shortening;protein phosphorylation;protein phosphorylation;protein phosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000029	B9J08_000029-t37_1	Candida auris strain B8441	PEKT02000001:70,429..71,274(+)	hypothetical protein	32386	Not Assigned	N/A	281	3296	7	N/A	cd20557	G3DSA:1.10.472.10	N/A	N/A	N/A	N/A	N/A	CYCLIN_ScPCL1-like	-	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF47954	Cyclin-like	-, IPR036915	CYCLIN_ScPCL1-like	GO:0000307;GO:0000307;GO:0005634;GO:0005634	cyclin-dependent protein kinase holoenzyme complex;cyclin-dependent protein kinase holoenzyme complex;nucleus;nucleus	GO:0016538;GO:0016538;GO:0019901;GO:0019901	cyclin-dependent protein serine/threonine kinase regulator activity;cyclin-dependent protein serine/threonine kinase regulator activity;protein kinase binding;protein kinase binding	GO:0043433;GO:0043433;GO:0016242;GO:0016242;GO:0000079;GO:0000079;GO:0031647;GO:0031647	negative regulation of DNA-binding transcription factor activity;negative regulation of DNA-binding transcription factor activity;negative regulation of macroautophagy;negative regulation of macroautophagy;regulation of cyclin-dependent protein serine/threonine kinase activity;regulation of cyclin-d	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000030	B9J08_000030-t37_1	Candida auris strain B8441	PEKT02000001:73,212..74,045(-)	Perilipin protein | domain-containing protein	30414	Not Assigned	PF17316	277	21	0	Perilipin protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-	Perilipin protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000031	B9J08_000031-t37_1	Candida auris strain B8441	PEKT02000001:75,420..76,643(-)	Nucleosome assembly protein (NAP) | domain-containing protein	46960	Not Assigned	PF00956	407	862	0	Nucleosome assembly protein (NAP)	N/A	G3DSA:1.20.5.1500, G3DSA:3.30.1120.90	N/A	N/A	N/A	N/A	N/A	N/A	Nucleosome assembly protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF143113	NAP-like	-, IPR002164, IPR037231	Nucleosome assembly protein (NAP)	GO:0032153;GO:0032153;GO:0032174;GO:0032174;GO:0005737;GO:0005737;GO:0005634;GO:0005634;GO:0005634	cell division site;cell division site;cellular bud neck septin collar;cellular bud neck septin collar;cytoplasm;cytoplasm;nucleus;nucleus;nucleus	GO:0030332;GO:0030332;GO:0008047;GO:0008047;GO:0042393;GO:0042393;GO:0051082;GO:0051082	cyclin binding;cyclin binding;enzyme activator activity;enzyme activator activity;histone binding;histone binding;unfolded protein binding;unfolded protein binding	GO:0007117;GO:0007117;GO:0006607;GO:0006607;GO:0006334;GO:0006334;GO:0006334;GO:0006337;GO:0006337;GO:0043085;GO:0043085;GO:0031116;GO:0031116;GO:0032968;GO:0032968;GO:0098841;GO:0098841;GO:0042274;GO:0042274	budding cell bud growth;budding cell bud growth;NLS-bearing protein import into nucleus;NLS-bearing protein import into nucleus;nucleosome assembly;nucleosome assembly;nucleosome assembly;nucleosome disassembly;nucleosome disassembly;positive regulation of catalytic activity;positive regulation of c	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.2.23 (E2 ubiquitin-conjugating enzyme)
B9J08_000032	B9J08_000032-t37_1	Candida auris strain B8441	PEKT02000001:76,885..79,317(-)	ABC transporter | ABC transporter transmembrane region 2 | domain-containing protein	94101	Not Assigned	PF00005, PF06472	810	1047	1	ABC transporter transmembrane region 2	cd03223	G3DSA:1.20.1560.10, G3DSA:3.40.50.300	N/A	N/A	N/A	N/A	N/A	ABCD_peroxisomal_ALDP	ABC transporter type 1, transmembrane domain	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PS50893	ATP-binding cassette, ABC transporter-type domain profile.	SM00382	AAA_5	SSF52540, SSF90123	P-loop containing nucleoside triphosphate hydrolases	-, IPR003439, IPR003593, IPR011527, IPR027417, IPR036640	P-loop containing nucleoside triphosphate hydrolases	GO:0016020;GO:0016020;GO:0016020;GO:0005778;GO:0005778;GO:0005777;GO:0005777	membrane;membrane;membrane;peroxisomal membrane;peroxisomal membrane;peroxisome;peroxisome	GO:0140359;GO:0042626;GO:0042626;GO:0005524;GO:0005524;GO:0005524;GO:0016887;GO:0016887;GO:0016887;GO:0000166;GO:0000166;GO:0017111;GO:0017111	ABC-type transporter activity;ATPase-coupled transmembrane transporter activity;ATPase-coupled transmembrane transporter activity;ATP binding;ATP binding;ATP binding;ATP hydrolysis activity;ATP hydrolysis activity;ATP hydrolysis activity;nucleotide binding;nucleotide binding;ribonucleoside triphosph	GO:0015908;GO:0015908;GO:0055085	fatty acid transport;fatty acid transport;transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.3.44 (Transferred entry: 7.6.2.2);7.6.2.8 (ABC-type vitamin B12 transporter)
B9J08_000033	B9J08_000033-t37_1	Candida auris strain B8441	PEKT02000001:81,527..83,089(+)	Major Facilitator Superfamily | domain-containing protein	58168	Not Assigned	PF07690	520	13350	18	Major Facilitator Superfamily	cd17327	G3DSA:1.20.1250.20	N/A	N/A	N/A	N/A	N/A	MFS_FEN2_like	MFS general substrate transporter like domains	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF103473	MFS general substrate transporter	-, IPR011701, IPR036259	MFS general substrate transporter like domains	N/A	N/A	GO:0022857;GO:0022857;GO:0022857	transmembrane transporter activity;transmembrane transporter activity;transmembrane transporter activity	GO:0055085;GO:0055085;GO:0055085	transmembrane transport;transmembrane transport;transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000034	B9J08_000034-t37_1	Candida auris strain B8441	PEKT02000001:83,616..84,602(-)	Mitochondrial carrier protein | domain-containing protein	35783	Not Assigned	PF00153	328	2199	1	Mitochondrial carrier protein	N/A	G3DSA:1.50.40.10	N/A	N/A	N/A	N/A	N/A	N/A	Mitochondrial carrier domain	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PS50920, PS51257	Solute carrier (Solcar) repeat profile.	N/A	N/A	SSF103506	Mitochondrial carrier	-, IPR018108, IPR023395	Solute carrier (Solcar) repeat profile.	GO:0005743;GO:0005743	mitochondrial inner membrane;mitochondrial inner membrane	GO:0034658;GO:0034658;GO:1901239;GO:1901239;GO:0015131;GO:0015131;GO:0015116;GO:0015116	isopropylmalate transmembrane transporter activity;isopropylmalate transmembrane transporter activity;malonate(1-) transmembrane transporter activity;malonate(1-) transmembrane transporter activity;oxaloacetate transmembrane transporter activity;oxaloacetate transmembrane transporter activity;sulfat	GO:0034659;GO:0034659;GO:0008272;GO:0008272;GO:0015729;GO:0015729	isopropylmalate transport;isopropylmalate transport;obsolete sulfate transport;obsolete sulfate transport;oxaloacetate transport;oxaloacetate transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000035	B9J08_000035-t37_1	Candida auris strain B8441	PEKT02000001:85,711..86,541(+)	hypothetical protein	31341	Not Assigned	N/A	276	315	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF56281	Metallo-hydrolase/oxidoreductase	IPR036866	Metallo-hydrolase/oxidoreductase	N/A	N/A	GO:0016787;GO:0016787	hydrolase activity;hydrolase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000036	B9J08_000036-t37_1	Candida auris strain B8441	PEKT02000001:87,190..88,029(+)	hypothetical protein	31827	Not Assigned	N/A	279	315	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF56281	Metallo-hydrolase/oxidoreductase	IPR036866	Metallo-hydrolase/oxidoreductase	N/A	N/A	GO:0016787;GO:0016787	hydrolase activity;hydrolase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000037	B9J08_000037-t37_1	Candida auris strain B8441	PEKT02000001:88,339..91,479(+)	PreP C-terminal domain | Insulinase (Peptidase family M16) | Peptidase M16C associated | Peptidase M16 inactive domain | domain-containing protein	118752	Not Assigned	PF00675, PF05193, PF08367, PF22516	1046	1239	1	PreP C-terminal domain	N/A	G3DSA:3.30.830.10	N/A	N/A	N/A	N/A	N/A	N/A	-	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SM01264	M16C_assoc_2	SSF63411	LuxS/MPP-like metallohydrolase	-, IPR007863, IPR011249, IPR011765, IPR013578, IPR055130	Presequence protease, mitochondrial	GO:0005758;GO:0005758;GO:0005739;GO:0005739	mitochondrial intermembrane space;mitochondrial intermembrane space;mitochondrion;mitochondrion	GO:0046872;GO:0046872;GO:0046872;GO:0004222;GO:0004222	metal ion binding;metal ion binding;metal ion binding;metalloendopeptidase activity;metalloendopeptidase activity	GO:0006508;GO:0006508;GO:0006508;GO:0051603;GO:0051603	proteolysis;proteolysis;proteolysis;proteolysis involved in protein catabolic process;proteolysis involved in protein catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.24.- (Metalloendopeptidases.)
B9J08_000038	B9J08_000038-t37_1	Candida auris strain B8441	PEKT02000001:91,564..91,773(-)	ribosomal protein L33	8176	Not Assigned	N/A	69	509	0	N/A	N/A	G3DSA:2.20.28.120	N/A	TIGR01023	N/A	N/A	N/A	N/A	Ribosomal protein L33	N/A	50S ribosomal protein L33	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF57829	Zn-binding ribosomal proteins	IPR001705, IPR011332, IPR038584	Zn-binding ribosomal proteins	GO:0005762;GO:0005762;GO:0005840	mitochondrial large ribosomal subunit;mitochondrial large ribosomal subunit;ribosome	GO:0003735;GO:0003735;GO:0003735	structural constituent of ribosome;structural constituent of ribosome;structural constituent of ribosome	GO:0006412;GO:0006412;GO:0006412	translation;translation;translation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000039	B9J08_000039-t37_1	Candida auris strain B8441	PEKT02000001:92,509..93,147(+)	emp24/gp25L/p24 family/GOLD | domain-containing protein	24398	Not Assigned	PF01105	212	2558	4	emp24/gp25L/p24 family/GOLD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SM01190	EMP24_GP25L_2	N/A	N/A	IPR009038	emp24/gp25L/p24 family/GOLD	GO:0030134;GO:0030134	COPII-coated ER to Golgi transport vesicle;COPII-coated ER to Golgi transport vesicle	N/A	N/A	GO:0006888;GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport;endoplasmic reticulum to Golgi vesicle-mediated transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000040	B9J08_000040-t37_1	Candida auris strain B8441	PEKT02000001:93,149..95,092(-)	hypothetical protein	74721	Not Assigned	N/A	647	23	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000041	B9J08_000041-t37_1	Candida auris strain B8441	PEKT02000001:95,228..95,914(-)	Rad33 | domain-containing protein	25707	Not Assigned	PF08730	228	22	0	Rad33	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	IPR014841	Rad33	N/A	N/A	N/A	N/A	GO:0006289;GO:0006289	nucleotide-excision repair;nucleotide-excision repair	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000042	B9J08_000042-t37_1	Candida auris strain B8441	PEKT02000001:96,068..97,012(+)	Pyridoxal-phosphate dependent enzyme | domain-containing protein	33942	Not Assigned	PF00291	314	1311	2	Pyridoxal-phosphate dependent enzyme	N/A	G3DSA:3.40.50.1100	N/A	N/A	N/A	N/A	N/A	N/A	-	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF53686	Tryptophan synthase beta subunit-like PLP-dependent enzymes	-, IPR001926, IPR036052	Tryptophan synthase beta subunit-like PLP-dependent enzymes	GO:0042645;GO:0042645	mitochondrial nucleoid;mitochondrial nucleoid	GO:0003941;GO:0003941;GO:0030170;GO:0004794;GO:0004794	L-serine ammonia-lyase activity;L-serine ammonia-lyase activity;pyridoxal phosphate binding;threonine deaminase activity;threonine deaminase activity	GO:0006520;GO:0006565;GO:0006565;GO:0006567;GO:0006567	amino acid metabolic process;L-serine catabolic process;L-serine catabolic process;L-threonine catabolic process;L-threonine catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	4.3.1.17 (L-serine ammonia-lyase)	4.3.1.18 (D-serine ammonia-lyase);5.1.1.18 (serine racemase)
B9J08_000043	B9J08_000043-t37_1	Candida auris strain B8441	PEKT02000001:97,444..99,981(+)	hypothetical protein	92858	Not Assigned	N/A	845	306	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000044	B9J08_000044-t37_1	Candida auris strain B8441	PEKT02000001:100,488..103,847(+)	Histone methylation protein DOT1 | domain-containing protein	128339	Not Assigned	PF08123	1119	581	0	Histone methylation protein DOT1	N/A	G3DSA:1.10.260.170, G3DSA:3.40.50.150	N/A	N/A	N/A	N/A	N/A	N/A	Vaccinia Virus protein VP39	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PS51569	Histone-lysine N-methyltransferase DOT1 (EC 2.1.1.43) domain profile.	N/A	N/A	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	-, IPR025789, IPR029063	Vaccinia Virus protein VP39	GO:0005634;GO:0005634;GO:0005634	nucleus;nucleus;nucleus	GO:0031151;GO:0031151;GO:0031151	histone H3K79 methyltransferase activity;histone H3K79 methyltransferase activity;histone H3K79 methyltransferase activity	GO:0000077;GO:0000077;GO:0006301;GO:0006301;GO:0070911;GO:0070911;GO:0051598;GO:0051598;GO:0031573;GO:0031573;GO:0031452;GO:0031452;GO:0006334;GO:0006334;GO:0006289;GO:0006289;GO:0034729;GO:0034729;GO:0000725;GO:0000725	DNA damage checkpoint signaling;DNA damage checkpoint signaling;DNA damage tolerance;DNA damage tolerance;global genome nucleotide-excision repair;global genome nucleotide-excision repair;meiotic recombination checkpoint signaling;meiotic recombination checkpoint signaling;mitotic intra-S DNA damage	N/A	N/A	N/A	N/A	N/A	N/A	2.1.1.360 ([histone H3]-lysine(79) N-trimethyltransferase)	N/A
B9J08_000045	B9J08_000045-t37_1	Candida auris strain B8441	PEKT02000001:103,891..107,106(-)	ISWI chromatin-remodeling complex ATPase ISW2	123695	Not Assigned	PF00176, PF00271, PF09110, PF09111	1071	11486	14	SNF2-related domain	cd17997, cd18793	G3DSA:1.10.1040.30, G3DSA:1.10.10.60, G3DSA:3.40.50.10810, G3DSA:3.40.50.300	N/A	N/A	N/A	N/A	N/A	SF2_C_SNF	ISWI, HAND domain	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PS51192, PS51194, PS51293	Superfamilies 1 and 2 helicase C-terminal domain profile.	SM00487, SM00490	ultradead3	SSF101224, SSF46689, SSF52540	P-loop containing nucleoside triphosphate hydrolases	-, IPR000330, IPR001650, IPR009057, IPR014001, IPR015194, IPR015195, IPR017884, IPR027417, IPR036306, IPR038718, IPR044754, IPR049730	ultradead3	GO:0008623;GO:0008623;GO:0005880;GO:0005880;GO:0005634	CHRAC;CHRAC;nuclear microtubule;nuclear microtubule;nucleus	GO:0005524;GO:0005524;GO:0005524;GO:0140658;GO:0140658;GO:0019237;GO:0019237;GO:0003682;GO:0003682;GO:0003677;GO:0015616;GO:0015616;GO:0004386;GO:0004386;GO:0016818;GO:0016818;GO:0031491;GO:0031491;GO:0031491;GO:0003697;GO:0003697	ATP binding;ATP binding;ATP binding;ATP-dependent chromatin remodeler activity;ATP-dependent chromatin remodeler activity;centromeric DNA binding;centromeric DNA binding;chromatin binding;chromatin binding;DNA binding;DNA translocase activity;DNA translocase activity;helicase activity;helicase activ	GO:0006338;GO:0006338;GO:0006338;GO:0060195;GO:0060195;GO:0000183;GO:0000183;GO:0006369;GO:0006369	chromatin remodeling;chromatin remodeling;chromatin remodeling;negative regulation of antisense RNA transcription;negative regulation of antisense RNA transcription;rDNA heterochromatin formation;rDNA heterochromatin formation;termination of RNA polymerase II transcription;termination of RNA polymer	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000046	B9J08_000046-t37_1	Candida auris strain B8441	PEKT02000001:107,511..108,623(-)	uracil-DNA glycosylase	42318	Not Assigned	PF03167	370	644	0	Uracil DNA glycosylase superfamily	cd10027	G3DSA:3.40.470.10	MF_00148	NF003588, NF003589, NF003592, TIGR00628	N/A	N/A	N/A	UDG-F1-like	-	Uracil-DNA glycosylase [ung].	uracil-DNA glycosylase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SM00986, SM00987	UDG_2_a	SSF52141	Uracil-DNA glycosylase-like	-, IPR002043, IPR005122, IPR036895	Uracil-DNA glycosylase [ung].	GO:0005737;GO:0005737;GO:0005739;GO:0005739;GO:0005739;GO:0005634;GO:0005634;GO:0005634	cytoplasm;cytoplasm;mitochondrion;mitochondrion;mitochondrion;nucleus;nucleus;nucleus	GO:0004844;GO:0004844;GO:0004844	uracil DNA N-glycosylase activity;uracil DNA N-glycosylase activity;uracil DNA N-glycosylase activity	GO:0006284;GO:0006284;GO:0006284;GO:0006281;GO:0006281;GO:0006281	base-excision repair;base-excision repair;base-excision repair;DNA repair;DNA repair;DNA repair	N/A	N/A	N/A	N/A	N/A	N/A	3.2.2.27 (uracil-DNA glycosylase)	N/A
B9J08_000047	B9J08_000047-t37_1	Candida auris strain B8441	PEKT02000001:108,971..110,038(-)	OST3 / OST6 family, transporter family | domain-containing protein	40040	Not Assigned	PF04756	355	503	1	OST3 / OST6 family, transporter family	N/A	G3DSA:3.40.30.10	N/A	N/A	N/A	N/A	N/A	N/A	Glutaredoxin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	-, IPR021149	OST3 / OST6 family, transporter family	GO:0005789;GO:0008250;GO:0008250	endoplasmic reticulum membrane;oligosaccharyltransferase complex;oligosaccharyltransferase complex	GO:0015035;GO:0015035	protein-disulfide reductase activity;protein-disulfide reductase activity	GO:0006487;GO:0006487	protein N-linked glycosylation;protein N-linked glycosylation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.4.99.18 (dolichyl-diphosphooligosaccharide--protein glycotransferase)
B9J08_000048	B9J08_000048-t37_1	Candida auris strain B8441	PEKT02000001:110,240..111,454(-)	EamA-like transporter family | domain-containing protein	45432	Not Assigned	PF00892	404	789	1	EamA-like transporter family	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SSF103481	Multidrug resistance efflux transporter EmrE	-, IPR000620	Multidrug resistance efflux transporter EmrE	GO:0016020;GO:0016020;GO:0016020	membrane;membrane;membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000049	B9J08_000049-t37_1	Candida auris strain B8441	PEKT02000001:111,983..112,801(-)	Yeast cell wall synthesis protein KRE9/KNH1 C-terminal | Kre9/KNH-like N-terminal Ig-like domain | domain-containing protein	29564	Not Assigned	PF05390, PF10342	272	110	1	Yeast cell wall synthesis protein KRE9/KNH1 C-terminal	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	IPR008659, IPR018466	Yeast cell wall synthesis protein KRE9/KNH1 C-terminal	GO:0005618;GO:0005576;GO:0005576	cell wall;extracellular region;extracellular region	N/A	N/A	GO:0006078;GO:0006078;GO:0006078;GO:0006077;GO:0006077;GO:0042546;GO:0042546;GO:0042546;GO:0031505;GO:0031505	(1->6)-beta-D-glucan biosynthetic process;(1->6)-beta-D-glucan biosynthetic process;(1->6)-beta-D-glucan biosynthetic process;(1->6)-beta-D-glucan metabolic process;(1->6)-beta-D-glucan metabolic process;cell wall biogenesis;cell wall biogenesis;cell wall biogenesis;fungal-type cell wall organizatio	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000050	B9J08_000050-t37_1	Candida auris strain B8441	PEKT02000001:113,741..114,541(-)	Kre9/KNH-like N-terminal Ig-like domain | Yeast cell wall synthesis protein KRE9/KNH1 C-terminal | domain-containing protein	29902	Not Assigned	PF05390, PF10342	266	110	1	Yeast cell wall synthesis protein KRE9/KNH1 C-terminal	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	IPR008659, IPR018466	Yeast cell wall synthesis protein KRE9/KNH1 C-terminal	GO:0005618;GO:0005576;GO:0005576	cell wall;extracellular region;extracellular region	N/A	N/A	GO:0006078;GO:0006078;GO:0006078;GO:0042546;GO:0042546;GO:0042546	(1->6)-beta-D-glucan biosynthetic process;(1->6)-beta-D-glucan biosynthetic process;(1->6)-beta-D-glucan biosynthetic process;cell wall biogenesis;cell wall biogenesis;cell wall biogenesis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
