Gene ID,source_id,Product Description,Computed GO Component IDs,Computed GO Components,Computed GO Function IDs,Computed GO Functions,Computed GO Process IDs,Computed GO Processes,Curated GO Component IDs,Curated GO Components,Curated GO Function IDs,Curated GO Functions,Curated GO Process IDs,Curated GO Processes,EC numbers,EC numbers from OrthoMCL,ProtNLM prediction,ProtNLM score,ProtNote GO predictions,GO2SUM summary,Validation category,Notes,GO component count,GO function count,GO process count,Total computed GO count
B9J08_001230,B9J08_001230-t37_1,hypothetical protein,GO:0090443;GO:0005935;GO:0005934;GO:0005737;GO:0043332;GO:0110085;GO:0005634;GO:0000159;GO:0005816,FAR/SIN/STRIPAK complex;cellular bud neck;cellular bud tip;cytoplasm;mating projection tip;mitotic actomyosin contractile ring;nucleus;protein phosphatase type 2A complex;spindle pole body,GO:0005515;GO:0004722,protein binding;protein serine/threonine phosphatase activity,GO:0061509;GO:0030952;GO:0007094;GO:0031030;GO:0006417,asymmetric protein localization to old mitotic spindle pole body;establishment or maintenance of cytoskeleton polarity;mitotic spindle assembly checkpoint signaling;negative regulation of septation initiation signaling;regulation of translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,9,2,5,16
B9J08_004700,B9J08_004700-t37_1,hypothetical protein,GO:0034399;GO:0005643;GO:0044614;GO:0044615,nuclear periphery;nuclear pore;nuclear pore cytoplasmic filaments;nuclear pore nuclear basket,GO:0017056,structural constituent of nuclear pore,GO:0006607;GO:0046907;GO:0031990;GO:0051028;GO:0016973;GO:0000973;GO:0006611;GO:0036228;GO:0015031;GO:0030466;GO:0000972,NLS-bearing protein import into nucleus;intracellular transport;mRNA export from nucleus in response to heat stress;mRNA transport;poly(A)+ mRNA export from nucleus;posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery;protein export from nucleus;protein localization to nu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,4,1,11,16
B9J08_002179,B9J08_002179-t37_1,hypothetical protein,GO:0031201;GO:0031303;GO:0016021;GO:0016020;GO:0005802,SNARE complex;integral component of endosome membrane;integral component of membrane;membrane;trans-Golgi network,GO:0005484,SNAP receptor activity,GO:0006896;GO:0032258;GO:0006897;GO:0006673;GO:0006886;GO:0006675;GO:0032527;GO:0009306;GO:0006906;GO:0016192,Golgi to vacuole transport;cytoplasm to vacuole transport by the Cvt pathway;endocytosis;inositol phosphoceramide metabolic process;intracellular protein transport;mannosyl-inositol phosphorylceramide metabolic process;protein exit from endoplasmic reticulum;protein secretion;vesicle fusion;vesicle-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3.1.74 (2-alkenal reductase (NAD(P)(+))),,,,,,,5,1,10,16
B9J08_003743,B9J08_003743-t37_1,hypothetical protein,GO:0000139;GO:0030659;GO:0016021;GO:0016020;GO:0031966;GO:0005739;GO:0000407;GO:0005802;GO:0005774,Golgi membrane;cytoplasmic vesicle membrane;integral component of membrane;membrane;mitochondrial membrane;mitochondrion;phagophore assembly site;trans-Golgi network;vacuolar membrane,GO:0032266,phosphatidylinositol-3-phosphate binding,GO:0000045;GO:0030242;GO:0032258;GO:0016236;GO:0034497;GO:0016050,autophagosome assembly;autophagy of peroxisome;cytoplasm to vacuole transport by the Cvt pathway;macroautophagy;protein localization to phagophore assembly site;vesicle organization,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,9,1,6,16
B9J08_005074,B9J08_005074-t37_1,hypothetical protein,GO:0035267;GO:0032221;GO:0000123;GO:0005634,NuA4 histone acetyltransferase complex;Rpd3S/Clr6-CII complex;histone acetyltransferase complex;nucleus,N/A,N/A,GO:0006281;GO:0006974;GO:0006325;GO:0071963;GO:0016575;GO:0060195;GO:0045892;GO:0030174;GO:0043487;GO:0006357;GO:0006355;GO:0006368,"DNA repair;cellular response to DNA damage stimulus;chromatin organization;establishment or maintenance of cell polarity regulating cell shape;histone deacetylation;negative regulation of antisense RNA transcription;negative regulation of transcription, DNA-templated;regulation of DNA-dependent DNA ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.1.29 (Aminoacyl-tRNA hydrolase),,,,,,,4,0,12,16
B9J08_002261,B9J08_002261-t37_1,hypothetical protein,GO:0033101;GO:0032126;GO:0035838;GO:0016021;GO:0070250;GO:0016020;GO:0045121;GO:0005886,cellular bud membrane;eisosome;growing cell tip;integral component of membrane;mating projection membrane;membrane;membrane raft;plasma membrane,N/A,N/A,GO:0070941;GO:0001933;GO:0090155;GO:0007009;GO:0072659;GO:0009306;GO:0060237;GO:0061091,eisosome assembly;negative regulation of protein phosphorylation;negative regulation of sphingolipid biosynthetic process;plasma membrane organization;protein localization to plasma membrane;protein secretion;regulation of fungal-type cell wall organization;regulation of phospholipid translocation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,8,0,8,16
B9J08_000912,B9J08_000912-t37_1,hypothetical protein,GO:0005794;GO:0000139;GO:0016021;GO:0016020,Golgi apparatus;Golgi membrane;integral component of membrane;membrane,GO:0005524;GO:0016887;GO:0003924;GO:0043262;GO:0036384;GO:0004382;GO:0016787;GO:0017110;GO:0017111;GO:0045134,ATP binding;ATP hydrolysis activity;GTPase activity;adenosine-diphosphatase activity;cytidine-diphosphatase activity;guanosine-diphosphatase activity;hydrolase activity;nucleoside-diphosphatase activity;nucleoside-triphosphatase activity;uridine-diphosphatase activity,GO:0006486,protein glycosylation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.1.15 (Nucleoside-triphosphate phosphatase);3.6.1.42 (Guanosine-diphosphatase);3.6.1.5 (Apyrase),,,,,,,4,10,1,15
B9J08_004253,B9J08_004253-t37_1,hypothetical protein,GO:0000112;GO:0005634,nucleotide-excision repair factor 3 complex;nucleus,GO:0003677;GO:0003824;GO:0004519;GO:0016788;GO:0046872;GO:0004518;GO:0003697;GO:0000014,"DNA binding;catalytic activity;endonuclease activity;hydrolase activity, acting on ester bonds;metal ion binding;nuclease activity;single-stranded DNA binding;single-stranded DNA endodeoxyribonuclease activity",GO:0036297;GO:0006289;GO:1901255;GO:0006295;GO:0006366,"interstrand cross-link repair;nucleotide-excision repair;nucleotide-excision repair involved in interstrand cross-link repair;nucleotide-excision repair, DNA incision, 3'-to lesion;transcription by RNA polymerase II",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.-.- (Acting on ester bonds.),,,,,,,2,8,5,15
B9J08_003075,B9J08_003075-t37_1,hypothetical protein,GO:0017054;GO:0005634,negative cofactor 2 complex;nucleus,GO:0017025;GO:0003682;GO:0046982;GO:0043565;GO:0003713;GO:0003712;GO:0003714,TBP-class protein binding;chromatin binding;protein heterodimerization activity;sequence-specific DNA binding;transcription coactivator activity;transcription coregulator activity;transcription corepressor activity,GO:0051123;GO:0000122;GO:0016480;GO:0045944;GO:0061408;GO:0045898,RNA polymerase II preinitiation complex assembly;negative regulation of transcription by RNA polymerase II;negative regulation of transcription by RNA polymerase III;positive regulation of transcription by RNA polymerase II;positive regulation of transcription from RNA polymerase II promoter in resp,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,7,6,15
B9J08_000499,B9J08_000499-t37_1,hypothetical protein,GO:0005694;GO:0000794;GO:0035861,chromosome;condensed nuclear chromosome;site of double-strand break,GO:0005524;GO:0003677;GO:0045027;GO:0003824;GO:0003682;GO:0016889;GO:0046872,"ATP binding;DNA binding;DNA end binding;catalytic activity;chromatin binding;endodeoxyribonuclease activity, producing 3'-phosphomonoesters;metal ion binding",GO:0000737;GO:0006259;GO:0031619;GO:0042138;GO:0007131,"DNA catabolic process, endonucleolytic;DNA metabolic process;homologous chromosome orientation involved in meiotic metaphase I plate congression;meiotic DNA double-strand break formation;reciprocal meiotic recombination",N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.6.2.2 (DNA topoisomerase (ATP-hydrolyzing));5.99.1.3 (Transferred entry: 5.6.2.2),,,,,,,3,7,5,15
B9J08_003053,B9J08_003053-t37_1,hypothetical protein,GO:0005737;GO:0010494;GO:0005634,cytoplasm;cytoplasmic stress granule;nucleus,GO:0003723;GO:0000993;GO:0031370;GO:0003729;GO:0003676;GO:0000166;GO:0008143,RNA binding;RNA polymerase II complex binding;eukaryotic initiation factor 4G binding;mRNA binding;nucleic acid binding;nucleotide binding;poly(A) binding,GO:0000398;GO:2000805;GO:0017148;GO:0032968;GO:0006415,"mRNA splicing, via spliceosome;negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled;negative regulation of translation;positive regulation of transcription elongation from RNA polymerase II promoter;translational termination",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,3,7,5,15
B9J08_003720,B9J08_003720-t37_1,hypothetical protein,GO:0005576;GO:0000228;GO:0005634,extracellular region;nuclear chromosome;nucleus,GO:0005524;GO:0016887;GO:0003677;GO:0017025;GO:0004386;GO:0016787;GO:0070615,ATP binding;ATP hydrolysis activity;DNA binding;TBP-class protein binding;helicase activity;hydrolase activity;nucleosome-dependent ATPase activity,GO:0045892;GO:0042790;GO:0006364;GO:0045898;GO:0006357,"negative regulation of transcription, DNA-templated;nucleolar large rRNA transcription by RNA polymerase I;rRNA processing;regulation of RNA polymerase II transcription preinitiation complex assembly;regulation of transcription by RNA polymerase II",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.11.1 (Non-specific serine/threonine protein kinase);3.6.1.- (In phosphorus-containing anhydrides.);3.6.1.3 (Deleted entry);3.6.4.- (Acting on ATP; involved in cellular and subcellular movement.),,,,,,,3,7,5,15
B9J08_002027,B9J08_002027-t37_1,hypothetical protein,GO:0005634,nucleus,GO:0000981;GO:0000978;GO:0001093;GO:0001094;GO:0043565;GO:0003713,"DNA-binding transcription factor activity, RNA polymerase II-specific;RNA polymerase II cis-regulatory region sequence-specific DNA binding;TFIIB-class transcription factor binding;TFIID-class transcription factor complex binding;sequence-specific DNA binding;transcription coactivator activity",GO:0006325;GO:0031936;GO:0007031;GO:0061425;GO:0045944;GO:0061429;GO:0061410;GO:0006355,chromatin organization;obsolete negative regulation of chromatin silencing;peroxisome organization;positive regulation of ethanol catabolic process by positive regulation of transcription from RNA polymerase II promoter;positive regulation of transcription by RNA polymerase II;positive regulation of,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,6,8,15
B9J08_000348,B9J08_000348-t37_1,hypothetical protein,GO:0042025;GO:0005634,host cell nucleus;nucleus,GO:0003677;GO:0000981;GO:0001227;GO:0000977;GO:0043565;GO:0008270,"DNA binding;DNA-binding transcription factor activity, RNA polymerase II-specific;DNA-binding transcription repressor activity, RNA polymerase II-specific;RNA polymerase II transcription regulatory region sequence-specific DNA binding;sequence-specific DNA binding;zinc ion binding",GO:0015976;GO:0000122;GO:0061415;GO:0045944;GO:0061414;GO:0006355;GO:0007165,carbon utilization;negative regulation of transcription by RNA polymerase II;negative regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source;positive regulation of transcription by RNA polymerase II;positive regulation of transcription from RNA polymerase II pr,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,6,7,15
B9J08_004991,B9J08_004991-t37_1,hypothetical protein,GO:0005737;GO:0005634,cytoplasm;nucleus,GO:0008097;GO:0008312;GO:0008143;GO:0036002;GO:0033204;GO:0000049,5S rRNA binding;7S RNA binding;poly(A) binding;pre-mRNA binding;ribonuclease P RNA binding;tRNA binding,GO:0006378;GO:1902373;GO:1900152;GO:0016973;GO:0045945;GO:0043488;GO:0043144,"mRNA polyadenylation;negative regulation of mRNA catabolic process;negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay;poly(A)+ mRNA export from nucleus;positive regulation of transcription by RNA polymerase III;regulation of mRNA stability;sno(s)RNA proc",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,6,7,15
B9J08_005237,B9J08_005237-t37_1,hypothetical protein,GO:0000781;GO:0005634,"chromosome, telomeric region;nucleus",GO:0003677;GO:0008301;GO:0032407;GO:0031491;GO:0005515;GO:0043130,"DNA binding;DNA binding, bending;MutSalpha complex binding;nucleosome binding;protein binding;ubiquitin binding",GO:0034724;GO:0051123;GO:0070898;GO:0006974;GO:0006338;GO:0001195;GO:0043392,DNA replication-independent chromatin organization;RNA polymerase II preinitiation complex assembly;RNA polymerase III preinitiation complex assembly;cellular response to DNA damage stimulus;chromatin remodeling;maintenance of transcriptional fidelity during DNA-templated transcription elongation fr,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.11.1 (Non-specific serine/threonine protein kinase),,,,,,,2,6,7,15
B9J08_004073,B9J08_004073-t37_1,hypothetical protein,GO:0005736;GO:0005665;GO:0005666;GO:0005634,"RNA polymerase I complex;RNA polymerase II, core complex;RNA polymerase III complex;nucleus",GO:0003677;GO:0003899;GO:0001054;GO:0001055;GO:0001056;GO:0003968,DNA binding;DNA-directed 5'-3' RNA polymerase activity;RNA polymerase I activity;RNA polymerase II activity;RNA polymerase III activity;RNA-directed 5'-3' RNA polymerase activity,GO:0042797;GO:0006360;GO:0006366;GO:0006383;GO:0006351,"tRNA transcription by RNA polymerase III;transcription by RNA polymerase I;transcription by RNA polymerase II;transcription by RNA polymerase III;transcription, DNA-templated",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.7.6 (DNA-directed RNA polymerase),,,,,,,4,6,5,15
B9J08_001241,B9J08_001241-t37_1,hypothetical protein,GO:0000324;GO:0000329;GO:0016021;GO:0005774;GO:1990816,fungal-type vacuole;fungal-type vacuole membrane;integral component of membrane;vacuolar membrane;vacuole-mitochondrion membrane contact site,GO:0061459;GO:0015186;GO:0005290;GO:0015188;GO:0015189;GO:0005302,L-arginine transmembrane transporter activity;L-glutamine transmembrane transporter activity;L-histidine transmembrane transporter activity;L-isoleucine transmembrane transporter activity;L-lysine transmembrane transporter activity;L-tyrosine transmembrane transporter activity,GO:1990818;GO:0089708;GO:0089707;GO:0032974,L-arginine transmembrane export from vacuole;L-histidine transmembrane export from vacuole;L-lysine transmembrane export from vacuole;amino acid transmembrane export from vacuole,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,5,6,4,15
B9J08_001286,B9J08_001286-t37_1,hypothetical protein,GO:0016021;GO:0005745;GO:0016020;GO:0097002;GO:0005743,integral component of membrane;m-AAA complex;membrane;mitochondrial inner boundary membrane;mitochondrial inner membrane,GO:0005524;GO:0016887;GO:0004176;GO:0004222;GO:0008237;GO:0008270,ATP binding;ATP hydrolysis activity;ATP-dependent peptidase activity;metalloendopeptidase activity;metallopeptidase activity;zinc ion binding,GO:0034622;GO:0030163;GO:0006508;GO:0006465,cellular protein-containing complex assembly;protein catabolic process;proteolysis;signal peptide processing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.4.24.- (Metalloendopeptidases.);3.4.24.17 (Stromelysin 1);3.5.4.16 (GTP cyclohydrolase I);3.6.4.12 (DNA helicase);3.6.4.3 (Transferred entry: 5.6.1.1);6.3.4.19 (tRNA(Ile)-lysidine synthetase),,,,,,,5,6,4,15
B9J08_002850,B9J08_002850-t37_1,hypothetical protein,GO:0070210;GO:0034967;GO:0005737;GO:0034399;GO:0005634,Rpd3L-Expanded complex;Set3 complex;cytoplasm;nuclear periphery;nucleus,GO:0017136;GO:0032041;GO:0045129;GO:0004407;GO:0034739;GO:0046872,NAD-dependent histone deacetylase activity;NAD-dependent histone deacetylase activity (H3-K14 specific);NAD-independent histone deacetylase activity;histone deacetylase activity;histone deacetylase activity (H4-K16 specific);metal ion binding,GO:0016575;GO:0045835;GO:0032874;GO:0006355,"histone deacetylation;negative regulation of meiotic nuclear division;positive regulation of stress-activated MAPK cascade;regulation of transcription, DNA-templated",N/A,N/A,N/A,N/A,N/A,N/A,3.5.1.98 (Histone deacetylase),2.8.2.- (Sulfotransferases.);3.5.1.98 (Histone deacetylase),,,,,,,5,6,4,15
B9J08_003736,B9J08_003736-t37_1,hypothetical protein,GO:0016592,mediator complex,GO:0005524;GO:0008353;GO:0004693;GO:0004672;GO:0004713,ATP binding;RNA polymerase II CTD heptapeptide repeat kinase activity;cyclin-dependent protein serine/threonine kinase activity;protein kinase activity;protein tyrosine kinase activity,GO:0060258;GO:0000122;GO:0070481;GO:0070816;GO:0045944;GO:0000435;GO:0031648;GO:0006468;GO:0006979,"negative regulation of filamentous growth;negative regulation of transcription by RNA polymerase II;nuclear-transcribed mRNA catabolic process, non-stop decay;phosphorylation of RNA polymerase II C-terminal domain;positive regulation of transcription by RNA polymerase II;positive regulation of trans",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.11.22 (Cyclin-dependent kinase);2.7.11.23 ([RNA-polymerase]-subunit kinase),,,,,,,1,5,9,15
B9J08_000819,B9J08_000819-t37_1,hypothetical protein,GO:0000243;GO:0005846;GO:0005634;GO:0005844,commitment complex;nuclear cap binding complex;nucleus;polysome,GO:0003677;GO:0003723;GO:0000339;GO:0003729;GO:0005515,DNA binding;RNA binding;RNA cap binding;mRNA binding;protein binding,GO:0016070;GO:0045292;GO:0000398;GO:0051028;GO:0000184;GO:0006970,"RNA metabolic process;mRNA cis splicing, via spliceosome;mRNA splicing, via spliceosome;mRNA transport;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;response to osmotic stress",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,4,5,6,15
B9J08_004801,B9J08_004801-t37_1,hypothetical protein,GO:0005655;GO:0005634;GO:0000172;GO:0030677,nucleolar ribonuclease P complex;nucleus;ribonuclease MRP complex;ribonuclease P complex,GO:0003723;GO:0042134;GO:0000171;GO:0004526;GO:0004540,RNA binding;rRNA primary transcript binding;ribonuclease MRP activity;ribonuclease P activity;ribonuclease activity,GO:0006396;GO:0034965;GO:0006379;GO:0000294;GO:0006364;GO:0008033,"RNA processing;intronic box C/D RNA processing;mRNA cleavage;nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay;rRNA processing;tRNA processing",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.26.5 (Ribonuclease P),,,,,,,4,5,6,15
B9J08_002724,B9J08_002724-t37_1,hypothetical protein,GO:0031390;GO:0005663;GO:0031391;GO:0031389;GO:0005829;GO:0005634,Ctf18 RFC-like complex;DNA replication factor C complex;Elg1 RFC-like complex;Rad17 RFC-like complex;cytosol;nucleus,GO:0005524;GO:0016887;GO:0003677;GO:0003689;GO:0000166,ATP binding;ATP hydrolysis activity;DNA binding;DNA clamp loader activity;nucleotide binding,GO:0006260;GO:0006271;GO:0070914;GO:0006272,DNA replication;DNA strand elongation involved in DNA replication;UV-damage excision repair;leading strand elongation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.-.- (Transferring phosphorus-containing groups.);2.7.7.7 (DNA-directed DNA polymerase);6.3.2.3 (Glutathione synthase),,,,,,,6,5,4,15
