Gene ID,source_id,Product Description,Computed GO Component IDs,Computed GO Components,Computed GO Function IDs,Computed GO Functions,Computed GO Process IDs,Computed GO Processes,Curated GO Component IDs,Curated GO Components,Curated GO Function IDs,Curated GO Functions,Curated GO Process IDs,Curated GO Processes,EC numbers,EC numbers from OrthoMCL,ProtNLM prediction,ProtNLM score,ProtNote GO predictions,GO2SUM summary,Validation category,Notes
B9J08_000255,B9J08_000255-t37_1,transcriptional adapter 2,GO:0000124;GO:0046695;GO:0005634;GO:0005671,SAGA complex;SLIK (SAGA-like) complex;nucleus;obsolete Ada2/Gcn5/Ada3 transcription activator complex,GO:0003677;GO:0003682;GO:0004402;GO:0001786;GO:0005515;GO:0003713;GO:0016740;GO:0008270,DNA binding;chromatin binding;histone acetyltransferase activity;phosphatidylserine binding;protein binding;transcription coactivator activity;transferase activity;zinc ion binding,GO:0071470;GO:0006325;GO:0006348;GO:0016573;GO:0016584;GO:0035066;GO:0000183;GO:0035065;GO:0010520;GO:0006357;GO:1990414,cellular response to osmotic stress;chromatin organization;chromatin silencing at telomere;histone acetylation;nucleosome positioning;positive regulation of histone acetylation;rDNA heterochromatin assembly;regulation of histone acetylation;regulation of reciprocal meiotic recombination;regulation o,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000262,B9J08_000262-t37_1,calcium/proton exchanger,GO:0000324;GO:0000329;GO:0016021;GO:0005774,fungal-type vacuole;fungal-type vacuole membrane;integral component of membrane;vacuolar membrane,GO:0015369;GO:0008324;GO:0015386,calcium:proton antiporter activity;cation transmembrane transporter activity;potassium:proton antiporter activity,GO:0006816;GO:0006812;GO:0006874;GO:0055085,calcium ion transport;cation transport;cellular calcium ion homeostasis;transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000264,B9J08_000264-t37_1,T-complex protein 1 subunit alpha,GO:0005832,chaperonin-containing T-complex,GO:0005524;GO:0016887;GO:0051082,ATP binding;ATP hydrolysis activity;unfolded protein binding,GO:0044267;GO:0006457,cellular protein metabolic process;protein folding,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.1.150 (1-phosphatidylinositol-3-phosphate 5-kinase),,,,,,
B9J08_000265,B9J08_000265-t37_1,5S ribosomal RNA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000269,B9J08_000269-t37_1,cell division control protein 42,GO:0071521;GO:0005938;GO:0051285;GO:1902716;GO:0032153;GO:0051286;GO:0005935;GO:0005934;GO:0032154;GO:0090726;GO:0009898;GO:0012505;GO:0070382;GO:0000329;GO:0001411;GO:0000131;GO:0097575;GO:0043332;GO:0110085;GO:0031965;GO:0005886;GO:0005940;GO:0030427,Cdc42 GTPase complex;cell cortex;cell cortex of cell tip;cell cortex of growing cell tip;cell division site;cell tip;cellular bud neck;cellular bud tip;cleavage furrow;cortical dynamic polarity patch;cytoplasmic side of plasma membrane;endomembrane system;exocytic vesicle;fungal-type vacuole membran,GO:0005525;GO:0003924;GO:0043539,GTP binding;GTPase activity;protein serine/threonine kinase activator activity,GO:0007266;GO:0007118;GO:0007119;GO:0051301;GO:0000747;GO:0030010;GO:0030950;GO:0007163;GO:0071963;GO:0006886;GO:0001403;GO:0006913;GO:0000750;GO:0045921;GO:1902917;GO:2000222;GO:0015031;GO:0032951;GO:0032955;GO:2000769;GO:0007096;GO:0060178;GO:0017157;GO:0031384;GO:0033157;GO:0032889;GO:0060627;GO:,Rho protein signal transduction;budding cell apical bud growth;budding cell isotropic bud growth;cell division;conjugation with cellular fusion;establishment of cell polarity;establishment or maintenance of actin cytoskeleton polarity;establishment or maintenance of cell polarity;establishment or ma,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.5.2 (Small monomeric GTPase),,,,,,
B9J08_000272,B9J08_000272-t37_1,clathrin-associated protein AP-3 complex component APS3,GO:0030123;GO:0030117,AP-3 adaptor complex;membrane coat,N/A,N/A,GO:0006896;GO:0006886;GO:0006623;GO:0015031;GO:0016192,Golgi to vacuole transport;intracellular protein transport;protein targeting to vacuole;protein transport;vesicle-mediated transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000273,B9J08_000273-t37_1,kynureninase,GO:0005737,cytoplasm,GO:0003824;GO:0030429;GO:0030170,catalytic activity;kynureninase activity;pyridoxal phosphate binding,GO:0034354;GO:0097053;GO:0009435;GO:0043420;GO:0019805;GO:0006569,'de novo' NAD biosynthetic process from tryptophan;L-kynurenine catabolic process;NAD biosynthetic process;anthranilate metabolic process;quinolinate biosynthetic process;tryptophan catabolic process,N/A,N/A,N/A,N/A,N/A,N/A,3.7.1.3 (Kynureninase),3.7.1.3 (Kynureninase),,,,,,
B9J08_000274,B9J08_000274-t37_1,enolase 2,GO:0000324;GO:0005622;GO:0005739;GO:0000015,fungal-type vacuole;intracellular anatomical structure;mitochondrion;phosphopyruvate hydratase complex,GO:0000287;GO:1904408;GO:0004634,magnesium ion binding;melatonin binding;phosphopyruvate hydratase activity,GO:0015976;GO:0006096;GO:0032889,"carbon utilization;glycolytic process;regulation of vacuole fusion, non-autophagic",N/A,N/A,N/A,N/A,N/A,N/A,4.2.1.11 (Phosphopyruvate hydratase),3.5.99.6 (Glucosamine-6-phosphate deaminase);4.2.1.11 (Phosphopyruvate hydratase),,,,,,
B9J08_000276,B9J08_000276-t37_1,chaperone DnaK,GO:0005759,mitochondrial matrix,GO:0005524;GO:0016887;GO:0051082,ATP binding;ATP hydrolysis activity;unfolded protein binding,GO:0006879;GO:0016226;GO:0106034;GO:0097428,cellular iron ion homeostasis;iron-sulfur cluster assembly;protein maturation by [2Fe-2S] cluster transfer;protein maturation by iron-sulfur cluster transfer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.2.1.41 (Glutamate-5-semialdehyde dehydrogenase);1.3.1.74 (2-alkenal reductase (NAD(P)(+)));2.1.1.- (Methyltransferases.);2.4.2.1 (Purine-nucleoside phosphorylase);2.7.2.11 (Glutamate 5-kinase);3.6.1.3 (Deleted entry),,,,,,
B9J08_000283,B9J08_000283-t37_1,secondary thiamine-phosphate synthase enzyme,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000304,B9J08_000304-t37_1,tRNA-Arg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000305,B9J08_000305-t37_1,tRNA-Phe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000318,B9J08_000318-t37_1,tRNA-Lys,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000319,B9J08_000319-t37_1,adenosine deaminase,N/A,N/A,GO:0019239,deaminase activity,GO:0009168,purine ribonucleoside monophosphate biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.5.4.2 (Adenine deaminase);3.5.4.4 (Adenosine deaminase),,,,,,
B9J08_000320,B9J08_000320-t37_1,D-3-phosphoglycerate dehydrogenase 1,N/A,N/A,GO:0051287;GO:0061759;GO:0016616;GO:0004617,"NAD binding;alpha-ketoglutarate reductase activity;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;phosphoglycerate dehydrogenase activity",GO:0006564;GO:0055114;GO:0009070,L-serine biosynthetic process;obsolete oxidation-reduction process;serine family amino acid biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,1.1.1.399 (2-oxoglutarate reductase);1.1.1.95 (Phosphoglycerate dehydrogenase);3.3.1.1 (Adenosylhomocysteinase),1.1.1.37 (Malate dehydrogenase);1.1.1.399 (2-oxoglutarate reductase);1.1.1.95 (Phosphoglycerate dehydrogenase);3.3.1.1 (Adenosylhomocysteinase),,,,,,
B9J08_000326,B9J08_000326-t37_1,protoporphyrinogen oxidase,GO:0005743,mitochondrial inner membrane,GO:0016491;GO:0004729,oxidoreductase activity;oxygen-dependent protoporphyrinogen oxidase activity,GO:0006783;GO:0055114;GO:0006779;GO:0006782,heme biosynthetic process;obsolete oxidation-reduction process;porphyrin-containing compound biosynthetic process;protoporphyrinogen IX biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,1.3.3.4 (Protoporphyrinogen oxidase),1.3.3.4 (Protoporphyrinogen oxidase);1.4.3.- (With oxygen as acceptor.);1.4.3.4 (Monoamine oxidase);1.8.3.5 (Prenylcysteine oxidase),,,,,,
B9J08_000328,B9J08_000328-t37_1,peptide chain release factor 1,GO:0005743;GO:0005739,mitochondrial inner membrane;mitochondrion,GO:0003747;GO:0016149,"translation release factor activity;translation release factor activity, codon specific",GO:0032543;GO:0070126;GO:0006415,mitochondrial translation;mitochondrial translational termination;translational termination,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.1.1.297 (Peptide chain release factor N(5)-glutamine methyltransferase);3.1.1.29 (Aminoacyl-tRNA hydrolase),,,,,,
B9J08_000346,B9J08_000346-t37_1,60S ribosomal protein L28,GO:0022625;GO:0015934;GO:0005634;GO:0005840,cytosolic large ribosomal subunit;large ribosomal subunit;nucleus;ribosome,GO:0003723;GO:0003735,RNA binding;structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.1.- (In phosphorus-containing anhydrides.),,,,,,
B9J08_000351,B9J08_000351-t37_1,"methionine-tRNA ligase, beta subunit",GO:0005737;GO:0010494;GO:0016282;GO:0017102,cytoplasm;cytoplasmic stress granule;eukaryotic 43S preinitiation complex;methionyl glutamyl tRNA synthetase complex,GO:0008047;GO:0016874;GO:0080025;GO:0032266;GO:0000049,"enzyme activator activity;ligase activity;phosphatidylinositol-3,5-bisphosphate binding;phosphatidylinositol-3-phosphate binding;tRNA binding",GO:0001731;GO:0051351;GO:0006418,formation of translation preinitiation complex;positive regulation of ligase activity;tRNA aminoacylation for protein translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.1.1.- (Ligases forming aminoacyl-tRNA and related compounds.);6.1.1.1 (Tyrosine--tRNA ligase);6.1.1.10 (Methionine--tRNA ligase);6.1.1.20 (Phenylalanine--tRNA ligase);6.3.5.- (Carbon--nitrogen ligases with glutamine as amido-N-donor.),,,,,,
B9J08_000353,B9J08_000353-t37_1,mRNA surveillance protein pelota,GO:1990533;GO:0005737,Dom34-Hbs1 complex;cytoplasm,GO:0030695;GO:0004519;GO:0004521;GO:0046872;GO:0043022,GTPase regulator activity;endonuclease activity;endoribonuclease activity;metal ion binding;ribosome binding,GO:0071025;GO:0030968;GO:0070317;GO:0070651;GO:0070966;GO:0070481;GO:0045727;GO:0032790,"RNA surveillance;endoplasmic reticulum unfolded protein response;negative regulation of G0 to G1 transition;nonfunctional rRNA decay;nuclear-transcribed mRNA catabolic process, no-go decay;nuclear-transcribed mRNA catabolic process, non-stop decay;positive regulation of translation;ribosome disassem",N/A,N/A,N/A,N/A,N/A,N/A,3.1.-.- (Acting on ester bonds.),3.1.-.- (Acting on ester bonds.),,,,,,
B9J08_000356,B9J08_000356-t37_1,glutamate-tRNA ligase,GO:0005739,mitochondrion,GO:0005524;GO:0004812;GO:0004818;GO:0000166;GO:0000049;GO:0008270,ATP binding;aminoacyl-tRNA ligase activity;glutamate-tRNA ligase activity;nucleotide binding;tRNA binding;zinc ion binding,GO:0006424;GO:0032543;GO:0043039;GO:0006418,glutamyl-tRNA aminoacylation;mitochondrial translation;tRNA aminoacylation;tRNA aminoacylation for protein translation,N/A,N/A,N/A,N/A,N/A,N/A,6.1.1.17 (Glutamate--tRNA ligase),6.1.1.17 (Glutamate--tRNA ligase),,,,,,
B9J08_000367,B9J08_000367-t37_1,methylsterol monooxygenase,GO:0005789;GO:0005886,endoplasmic reticulum membrane;plasma membrane,GO:0000254;GO:0005506;GO:0004497;GO:0016491,C-4 methylsterol oxidase activity;iron ion binding;monooxygenase activity;oxidoreductase activity,GO:0006696;GO:0006633;GO:0008610;GO:0055114,ergosterol biosynthetic process;fatty acid biosynthetic process;lipid biosynthetic process;obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1.3.- (With oxygen as acceptor.);1.14.13.72 (Transferred entry: 1.14.18.9);1.14.18.9 (4-alpha-methylsterol monooxygenase),,,,,,
B9J08_000370,B9J08_000370-t37_1,D-arabinitol 2-dehydrogenase [ribulose-forming],N/A,N/A,GO:0016491,oxidoreductase activity,GO:0008152,metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1.1.1.100 (3-oxoacyl-[acyl-carrier-protein] reductase);1.1.1.138 (Mannitol 2-dehydrogenase (NADP(+)));1.1.1.250 (D-arabinitol 2-dehydrogenase);1.1.1.69 (Gluconate 5-dehydrogenase);1.3.1.34 (2,4-dienoyl-CoA reductase ((2E)-enoyl-CoA-producing))",,,,,,
B9J08_000371,B9J08_000371-t37_1,GTP-binding protein GTR2,GO:1990131;GO:0005737;GO:0000329;GO:0031902;GO:0005634,Gtr1-Gtr2 GTPase complex;cytoplasm;fungal-type vacuole membrane;late endosome membrane;nucleus,GO:0005525;GO:0003924,GTP binding;GTPase activity,GO:0006995;GO:0016237;GO:1904262;GO:0010507;GO:0043547;GO:1904263;GO:0045944;GO:1903778,cellular response to nitrogen starvation;lysosomal microautophagy;negative regulation of TORC1 signaling;negative regulation of autophagy;positive regulation of GTPase activity;positive regulation of TORC1 signaling;positive regulation of transcription by RNA polymerase II;protein localization to va,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000377,B9J08_000377-t37_1,peptidyl-tRNA hydrolase,N/A,N/A,GO:0004045,aminoacyl-tRNA hydrolase activity,GO:0032435,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,N/A,N/A,N/A,N/A,N/A,N/A,3.1.1.29 (Aminoacyl-tRNA hydrolase),3.1.1.1 (Carboxylesterase);3.1.1.29 (Aminoacyl-tRNA hydrolase),,,,,,
B9J08_000379,B9J08_000379-t37_1,anthranilate synthase component I,GO:0005950,anthranilate synthase complex,GO:0004049,anthranilate synthase activity,GO:0009058;GO:0070791;GO:0000162,biosynthetic process;cleistothecium development;tryptophan biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,4.1.3.27 (Anthranilate synthase),2.6.1.85 (Aminodeoxychorismate synthase);4.1.3.27 (Anthranilate synthase);5.1.3.1 (Ribulose-phosphate 3-epimerase),,,,,,
B9J08_000382,B9J08_000382-t37_1,5-methyltetrahydropteroyltriglutamate- homocysteine methyltransferase,GO:0005576,extracellular region,GO:0003871;GO:0008705;GO:0008270,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity;methionine synthase activity;zinc ion binding,GO:0019280;GO:0046084;GO:0008652;GO:0009086;GO:0032259,L-methionine biosynthetic process from homoserine via O-acetyl-L-homoserine and cystathionine;adenine biosynthetic process;cellular amino acid biosynthetic process;methionine biosynthetic process;methylation,N/A,N/A,N/A,N/A,N/A,N/A,2.1.1.14 (5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase),2.1.1.14 (5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase),,,,,,
B9J08_000386,B9J08_000386-t37_1,tRNA-Thr,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000387,B9J08_000387-t37_1,tRNA-Lys,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000409,B9J08_000409-t37_1,methylenetetrahydrofolate reductase,N/A,N/A,GO:0004489,methylenetetrahydrofolate reductase (NAD(P)H) activity,GO:0009086;GO:0006555;GO:0055114;GO:0006730;GO:0035999,methionine biosynthetic process;methionine metabolic process;obsolete oxidation-reduction process;one-carbon metabolic process;tetrahydrofolate interconversion,N/A,N/A,N/A,N/A,N/A,N/A,1.5.1.20 (Methylenetetrahydrofolate reductase (NAD(P)H)),1.5.1.20 (Methylenetetrahydrofolate reductase (NAD(P)H)),,,,,,
B9J08_000416,B9J08_000416-t37_1,tRNA-Leu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000424,B9J08_000424-t37_1,cytochrome c heme lyase,GO:0005743;GO:0005758;GO:0005739,mitochondrial inner membrane;mitochondrial intermembrane space;mitochondrion,GO:0004408;GO:0046872,holocytochrome-c synthase activity;metal ion binding,GO:0018063,cytochrome c-heme linkage,N/A,N/A,N/A,N/A,N/A,N/A,4.4.1.17 (Holocytochrome-c synthase),4.4.1.17 (Holocytochrome-c synthase),,,,,,
B9J08_000426,B9J08_000426-t37_1,tRNA-Val,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000428,B9J08_000428-t37_1,tRNA pseudouridine(55) synthase,GO:0005739;GO:0005634,mitochondrion;nucleus,GO:0003723;GO:0009982,RNA binding;pseudouridine synthase activity,GO:0009451;GO:0006396;GO:1990481;GO:0001522;GO:0006400,RNA modification;RNA processing;mRNA pseudouridine synthesis;pseudouridine synthesis;tRNA modification,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.4.99.12 (tRNA pseudouridine(38-40) synthase);5.4.99.25 (tRNA pseudouridine(55) synthase),,,,,,
B9J08_000431,B9J08_000431-t37_1,vacuolar protein sorting-associated protein 1,GO:0030479;GO:0000329;GO:0005770;GO:0005777,actin cortical patch;fungal-type vacuole membrane;late endosome;peroxisome,GO:0005525;GO:0003924,GTP binding;GTPase activity,GO:0030036;GO:0006897;GO:0060988;GO:0016559;GO:0007031;GO:0045053;GO:0006623;GO:0007034,actin cytoskeleton organization;endocytosis;lipid tube assembly;peroxisome fission;peroxisome organization;protein retention in Golgi apparatus;protein targeting to vacuole;vacuolar transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.4.1.20 (Phenylalanine dehydrogenase);2.5.1.61 (Hydroxymethylbilane synthase);3.6.1.- (In phosphorus-containing anhydrides.);3.6.1.15 (Nucleoside-triphosphate phosphatase);3.6.5.5 (Dynamin GTPase);4.2.1.12 (Phosphogluconate dehydratase),,,,,,
B9J08_000433,B9J08_000433-t37_1,S-adenosylmethionine decarboxylase proenzyme,N/A,N/A,GO:0004014,adenosylmethionine decarboxylase activity,GO:0006557;GO:0015940;GO:0008295;GO:0006597,S-adenosylmethioninamine biosynthetic process;pantothenate biosynthetic process;spermidine biosynthetic process;spermine biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,4.1.1.50 (Adenosylmethionine decarboxylase),4.1.1.50 (Adenosylmethionine decarboxylase),,,,,,
B9J08_000434,B9J08_000434-t37_1,"ADP,ATP carrier protein",GO:0005576;GO:0016021;GO:0005743,extracellular region;integral component of membrane;mitochondrial inner membrane,GO:0005347;GO:0005471;GO:0022857,ATP transmembrane transporter activity;ATP:ADP antiporter activity;transmembrane transporter activity,GO:0015866;GO:0015867;GO:0009060;GO:0009061;GO:0006915;GO:0015886;GO:0140021;GO:1990544;GO:0006839;GO:0055085,ADP transport;ATP transport;aerobic respiration;anaerobic respiration;apoptotic process;heme transport;mitochondrial ADP transmembrane transport;mitochondrial ATP transmembrane transport;mitochondrial transport;transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000437,B9J08_000437-t37_1,ubiquitin-conjugating enzyme E2 13,GO:0005737;GO:0005634;GO:0031371,cytoplasm;nucleus;ubiquitin conjugating enzyme complex,GO:0005524;GO:0016881;GO:0016874;GO:0016740;GO:0061631;GO:0061630;GO:0004842,ATP binding;acid-amino acid ligase activity;ligase activity;transferase activity;ubiquitin conjugating enzyme activity;ubiquitin protein ligase activity;ubiquitin-protein transferase activity,GO:0070914;GO:0120113;GO:0010994;GO:0006301;GO:0070534;GO:0000209,UV-damage excision repair;cytoplasm to vacuole transport by the NVT pathway;free ubiquitin chain polymerization;postreplication repair;protein K63-linked ubiquitination;protein polyubiquitination,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2.3.2.23 (E2 ubiquitin-conjugating enzyme);6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)",,,,,,
B9J08_000444,B9J08_000444-t37_1,SEC14 cytosolic factor,GO:0005794;GO:0000139;GO:0032153;GO:0051286;GO:0005737;GO:0005829;GO:0005634;GO:0005628,Golgi apparatus;Golgi membrane;cell division site;cell tip;cytoplasm;cytosol;nucleus;prospore membrane,GO:0008525;GO:0008526,phosphatidylcholine transporter activity;phosphatidylinositol transfer activity,GO:0043001;GO:0006896;GO:0048194;GO:0048193;GO:0030437;GO:0031322;GO:2001246;GO:1901352;GO:0046488;GO:0015914,Golgi to plasma membrane protein transport;Golgi to vacuole transport;Golgi vesicle budding;Golgi vesicle transport;ascospore formation;ascospore-type prospore-specific spindle pole body remodeling;negative regulation of phosphatidylcholine biosynthetic process;negative regulation of phosphatidylgly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000453,B9J08_000453-t37_1,tRNA-Leu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000455,B9J08_000455-t37_1,tRNA-Glu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
B9J08_000458,B9J08_000458-t37_1,extracellular signal-regulated kinase 1,GO:0005737;GO:0010494;GO:0001411;GO:0043332;GO:0005635;GO:0005634,cytoplasm;cytoplasmic stress granule;hyphal tip;mating projection tip;nuclear envelope;nucleus,GO:0005524;GO:0004707;GO:0004672;GO:0004713,ATP binding;MAP kinase activity;protein kinase activity;protein tyrosine kinase activity,GO:0030437;GO:0001403;GO:0043409;GO:0010526;GO:0042318;GO:0071507;GO:0000750;GO:0075296;GO:0033246;GO:0046827;GO:0010914;GO:0046777;GO:0006468;GO:0034307;GO:1900376;GO:0034293;GO:0000909;GO:0045461;GO:0035146,"ascospore formation;invasive growth in response to glucose limitation;negative regulation of MAPK cascade;negative regulation of transposition, RNA-mediated;penicillin biosynthetic process;pheromone response MAPK cascade;pheromone-dependent signal transduction involved in conjugation with cellular f",N/A,N/A,N/A,N/A,N/A,N/A,2.7.11.24 (Mitogen-activated protein kinase),2.7.11.24 (Mitogen-activated protein kinase),,,,,,
