Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Transcript Product Description	Computed GO Component IDs	Computed GO Components	Computed GO Function IDs	Computed GO Functions	Computed GO Process IDs	Computed GO Processes	Curated GO Component IDs	Curated GO Components	Curated GO Function IDs	Curated GO Functions	Curated GO Process IDs	Curated GO Processes	EC numbers	EC numbers from OrthoMCL
B9J08_000056	B9J08_000056-t37_1	Candida auris strain B8441	PEKT02000001:121,451..125,992(-)	hypothetical protein	hypothetical protein	GO:1990130;GO:0035859;GO:0097042;GO:0000329;GO:0005774	GATOR1 complex;Seh1-associated complex;extrinsic component of fungal-type vacuolar membrane;fungal-type vacuole membrane;vacuolar membrane	GO:0005096	GTPase activator activity	GO:0006995;GO:0035556;GO:0032007;GO:1904262;GO:0051058;GO:0043547;GO:0010508;GO:2000785	cellular response to nitrogen starvation;intracellular signal transduction;negative regulation of TOR signaling;negative regulation of TORC1 signaling;negative regulation of small GTPase mediated signal transduction;positive regulation of GTPase activity;positive regulation of autophagy;regulation o	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000057	B9J08_000057-t37_1	Candida auris strain B8441	PEKT02000001:126,207..126,941(-)	pyridoxal 5'-phosphate synthase, glutaminase subunit Pdx2	pyridoxal 5'-phosphate synthase, glutaminase subunit Pdx2	GO:1903600	glutaminase complex	GO:0004359	glutaminase activity	GO:0036001;GO:0043066;GO:0042823;GO:0008615;GO:0042819	'de novo' pyridoxal 5'-phosphate biosynthetic process;negative regulation of apoptotic process;pyridoxal phosphate biosynthetic process;pyridoxine biosynthetic process;vitamin B6 biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	3.5.1.2 (Glutaminase);4.3.3.6 (Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing))	2.6.-.- (Transferring nitrogenous groups.);3.5.1.2 (Glutaminase);4.3.3.6 (Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing))
B9J08_000058	B9J08_000058-t37_1	Candida auris strain B8441	PEKT02000001:128,277..129,155(+)	pyridoxine biosynthesis protein SNZ1	pyridoxine biosynthesis protein SNZ1	GO:1903600	glutaminase complex	GO:0003824;GO:0004359;GO:0036381	catalytic activity;glutaminase activity;pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity	GO:0006535;GO:0042823;GO:0008615;GO:0042819	cysteine biosynthetic process from serine;pyridoxal phosphate biosynthetic process;pyridoxine biosynthetic process;vitamin B6 biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	4.3.3.6 (Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing))	4.3.3.6 (Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing))
B9J08_000059	B9J08_000059-t37_1	Candida auris strain B8441	PEKT02000001:129,233..129,754(-)	hypothetical protein	hypothetical protein	GO:0016021;GO:0005778	integral component of membrane;peroxisomal membrane	N/A	N/A	GO:0007031	peroxisome organization	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000060	B9J08_000060-t37_1	Candida auris strain B8441	PEKT02000001:130,070..134,221(-)	hypothetical protein	hypothetical protein	GO:0005933;GO:0005622	cellular bud;intracellular anatomical structure	GO:0005085	guanyl-nucleotide exchange factor activity	GO:0061510;GO:0031536;GO:0051056;GO:0007264;GO:0016192	asymmetric protein localization to new mitotic spindle pole body;positive regulation of exit from mitosis;regulation of small GTPase mediated signal transduction;small GTPase mediated signal transduction;vesicle-mediated transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000061	B9J08_000061-t37_1	Candida auris strain B8441	PEKT02000001:135,131..135,716(-)	hypothetical protein	hypothetical protein	GO:0030686;GO:0005730;GO:0030688	90S preribosome;nucleolus;preribosome, small subunit precursor	GO:0051880	G-quadruplex DNA binding	GO:0000462;GO:0000056	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);ribosomal small subunit export from nucleus	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000062	B9J08_000062-t37_1	Candida auris strain B8441	PEKT02000001:136,661..139,657(+)	hypothetical protein	hypothetical protein	GO:0005730;GO:0005634	nucleolus;nucleus	GO:0003700;GO:0000978;GO:0005515;GO:0043565	DNA-binding transcription factor activity;RNA polymerase II cis-regulatory region sequence-specific DNA binding;protein binding;sequence-specific DNA binding	GO:0010688;GO:0060963;GO:0006355	negative regulation of ribosomal protein gene transcription by RNA polymerase II;positive regulation of ribosomal protein gene transcription by RNA polymerase II;regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000063	B9J08_000063-t37_1	Candida auris strain B8441	PEKT02000001:139,953..140,801(+)	proteasome subunit beta type-5	proteasome subunit beta type-5	GO:0005737;GO:0005634;GO:0005839;GO:0019774	cytoplasm;nucleus;proteasome core complex;proteasome core complex, beta-subunit complex	GO:0004175;GO:0004298	endopeptidase activity;threonine-type endopeptidase activity	GO:0010499;GO:0080129;GO:0043161;GO:0051603	proteasomal ubiquitin-independent protein catabolic process;proteasome core complex assembly;proteasome-mediated ubiquitin-dependent protein catabolic process;proteolysis involved in cellular protein catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	3.4.25.1 (Proteasome endopeptidase complex)	3.4.25.1 (Proteasome endopeptidase complex)
B9J08_000064	B9J08_000064-t37_1	Candida auris strain B8441	PEKT02000001:141,179..141,852(+)	60S ribosomal protein L11-A	60S ribosomal protein L11-A	GO:0022625;GO:0005840	cytosolic large ribosomal subunit;ribosome	GO:0003735	structural constituent of ribosome	GO:0000027;GO:0006412	ribosomal large subunit assembly;translation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000065	B9J08_000065-t37_1	Candida auris strain B8441	PEKT02000001:143,186..143,872(+)	hypothetical protein	hypothetical protein	GO:0005634	nucleus	N/A	N/A	GO:0008380;GO:0006397	RNA splicing;mRNA processing	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000066	B9J08_000066-t37_1	Candida auris strain B8441	PEKT02000001:145,195..146,619(+)	hypothetical protein	hypothetical protein	GO:0005737;GO:0005634	cytoplasm;nucleus	GO:0046872;GO:0004842;GO:0008270	metal ion binding;ubiquitin-protein transferase activity;zinc ion binding	GO:0016567;GO:0045471;GO:0000921	protein ubiquitination;response to ethanol;septin ring assembly	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000067	B9J08_000067-t37_1	Candida auris strain B8441	PEKT02000001:146,658..147,701(-)	hypothetical protein	hypothetical protein	GO:0030479;GO:0005884;GO:0005856	actin cortical patch;actin filament;cytoskeleton	GO:0003779;GO:0051015;GO:0003785	actin binding;actin filament binding;actin monomer binding	GO:0044396;GO:0030042;GO:0007015;GO:0051014;GO:0030837;GO:0030836;GO:0042989	actin cortical patch organization;actin filament depolymerization;actin filament organization;actin filament severing;negative regulation of actin filament polymerization;positive regulation of actin filament depolymerization;sequestering of actin monomers	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000068	B9J08_000068-t37_1	Candida auris strain B8441	PEKT02000001:148,328..149,425(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000069	B9J08_000069-t37_1	Candida auris strain B8441	PEKT02000001:149,684..150,181(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000070	B9J08_000070-t37_1	Candida auris strain B8441	PEKT02000001:150,251..152,248(-)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000071	B9J08_000071-t37_1	Candida auris strain B8441	PEKT02000001:154,148..155,080(-)	sphingolipid long chain base-responsive protein PIL1	sphingolipid long chain base-responsive protein PIL1	GO:0036362;GO:0009898;GO:0032126;GO:0036286	ascus membrane;cytoplasmic side of plasma membrane;eisosome;eisosome filament	GO:0008289	lipid binding	GO:0070941;GO:0006897;GO:0006469;GO:0090155;GO:0008104;GO:0097446;GO:0009408	eisosome assembly;endocytosis;negative regulation of protein kinase activity;negative regulation of sphingolipid biosynthetic process;protein localization;protein localization to eisosome filament;response to heat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000072	B9J08_000072-t37_1	Candida auris strain B8441	PEKT02000001:157,172..157,801(+)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.10.3.2 (Laccase)
B9J08_000073	B9J08_000073-t37_1	Candida auris strain B8441	PEKT02000001:158,256..158,807(+)	hypothetical protein	hypothetical protein	GO:0016021;GO:0005743	integral component of membrane;mitochondrial inner membrane	N/A	N/A	GO:0006067	ethanol metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.10.3.2 (Laccase)
B9J08_000074	B9J08_000074-t37_1	Candida auris strain B8441	PEKT02000001:159,694..162,030(+)	hypothetical protein	hypothetical protein	GO:0032153;GO:0005935;GO:0000775;GO:0005737;GO:0000935;GO:0000776;GO:0072687;GO:0110085;GO:0044732;GO:0005634;GO:0000159;GO:0005816	cell division site;cellular bud neck;chromosome, centromeric region;cytoplasm;division septum;kinetochore;meiotic spindle;mitotic actomyosin contractile ring;mitotic spindle pole body;nucleus;protein phosphatase type 2A complex;spindle pole body	GO:0003677;GO:0019888	DNA binding;protein phosphatase regulator activity	GO:0006281;GO:0032186;GO:0034613;GO:0070199;GO:0051754;GO:0031578;GO:0031030;GO:0043945;GO:2000786;GO:0006470;GO:0031028;GO:0031107;GO:0007165;GO:0031134	DNA repair;cellular bud neck septin ring organization;cellular protein localization;establishment of protein localization to chromosome;meiotic sister chromatid cohesion, centromeric;mitotic spindle orientation checkpoint signaling;negative regulation of septation initiation signaling;positive regul	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000075	B9J08_000075-t37_1	Candida auris strain B8441	PEKT02000001:163,002..164,729(+)	inosine-5'-monophosphate dehydrogenase	inosine-5'-monophosphate dehydrogenase	GO:0005737	cytoplasm	GO:0003938;GO:0003824;GO:0046872;GO:0000166;GO:0016491	IMP dehydrogenase activity;catalytic activity;metal ion binding;nucleotide binding;oxidoreductase activity	GO:0006177;GO:0055114;GO:0006164	GMP biosynthetic process;obsolete oxidation-reduction process;purine nucleotide biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	1.1.1.205 (IMP dehydrogenase)	1.1.1.205 (IMP dehydrogenase);1.1.1.37 (Malate dehydrogenase)
B9J08_000076	B9J08_000076-t37_1	Candida auris strain B8441	PEKT02000001:164,882..165,412(+)	hypothetical protein	hypothetical protein	GO:0030479	actin cortical patch	GO:0051015;GO:0005515;GO:0030674	actin filament binding;protein binding;protein-macromolecule adaptor activity	GO:0051764;GO:0030036;GO:0007015;GO:0000281	actin crosslink formation;actin cytoskeleton organization;actin filament organization;mitotic cytokinesis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000077	B9J08_000077-t37_1	Candida auris strain B8441	PEKT02000001:166,102..167,031(+)	hypothetical protein	hypothetical protein	GO:0005730;GO:0030687	nucleolus;preribosome, large subunit precursor	N/A	N/A	GO:0000466;GO:0000463;GO:0042273	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);ribosomal large subunit biogenesis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000078	B9J08_000078-t37_1	Candida auris strain B8441	PEKT02000001:167,518..168,867(+)	hypothetical protein	hypothetical protein	GO:0071944;GO:0005783;GO:0016021;GO:0005886	cell periphery;endoplasmic reticulum;integral component of membrane;plasma membrane	N/A	N/A	GO:0045332;GO:0006950;GO:1905329	phospholipid translocation;response to stress;sphingoid long-chain base transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000079	B9J08_000079-t37_1	Candida auris strain B8441	PEKT02000001:169,257..169,976(-)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0003677;GO:0003700	DNA binding;DNA-binding transcription factor activity	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000080	B9J08_000080-t37_1	Candida auris strain B8441	PEKT02000001:172,125..173,726(+)	hypothetical protein	hypothetical protein	GO:0016021;GO:0005774	integral component of membrane;vacuolar membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000081	B9J08_000081-t37_1	Candida auris strain B8441	PEKT02000001:173,852..176,962(-)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0003723;GO:0003676;GO:0000166	RNA binding;nucleic acid binding;nucleotide binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000082	B9J08_000082-t37_1	Candida auris strain B8441	PEKT02000001:179,769..180,416(+)	GTP-binding nuclear protein GSP1/Ran	GTP-binding nuclear protein GSP1/Ran	GO:0005737;GO:0005576;GO:0005622;GO:0016020;GO:0005634	cytoplasm;extracellular region;intracellular anatomical structure;membrane;nucleus	GO:0005525;GO:0003924	GTP binding;GTPase activity	GO:0000467;GO:0006913;GO:0006997;GO:0031938;GO:0016973;GO:0006606;GO:0015031;GO:1901987;GO:0046822;GO:0007165;GO:0007264	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);nucleocytoplasmic transport;nucleus organization;obsolete regulation of chromatin silencing at telomere;poly(A)+ mRNA export from nucleus;protein import into nucleus;prote	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.4.12 (Sphingomyelin phosphodiesterase);3.6.1.15 (Nucleoside-triphosphate phosphatase)
B9J08_000083	B9J08_000083-t37_1	Candida auris strain B8441	PEKT02000001:180,529..180,888(-)	hypothetical protein	hypothetical protein	GO:0005685;GO:0071004;GO:0000243	U1 snRNP;U2-type prespliceosome;commitment complex	GO:0003729;GO:0030627	mRNA binding;pre-mRNA 5'-splice site binding	GO:0000395;GO:0000398;GO:1905216	mRNA 5'-splice site recognition;mRNA splicing, via spliceosome;positive regulation of RNA binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000084	B9J08_000084-t37_1	Candida auris strain B8441	PEKT02000001:181,481..182,103(+)	hypothetical protein	hypothetical protein	GO:0000276	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	GO:0016887;GO:0046933	ATP hydrolysis activity;proton-transporting ATP synthase activity, rotational mechanism	GO:0015986;GO:0042407;GO:0033615	ATP synthesis coupled proton transport;cristae formation;mitochondrial proton-transporting ATP synthase complex assembly	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.3.14 (Transferred entry: 7.1.2.2)
B9J08_000085	B9J08_000085-t37_1	Candida auris strain B8441	PEKT02000001:182,453..183,631(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000086	B9J08_000086-t37_1	Candida auris strain B8441	PEKT02000001:183,669..184,761(-)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000087	B9J08_000087-t37_1	Candida auris strain B8441	PEKT02000001:185,829..188,018(+)	hypothetical protein	hypothetical protein	GO:0071162;GO:0031261;GO:0042555;GO:0005737;GO:0005656;GO:0005634;GO:0031298	CMG complex;DNA replication preinitiation complex;MCM complex;cytoplasm;nuclear pre-replicative complex;nucleus;replication fork protection complex	GO:0005524;GO:0003677;GO:0003678;GO:0003688;GO:0003682;GO:0000166;GO:0003697;GO:0017116	ATP binding;DNA binding;DNA helicase activity;DNA replication origin binding;chromatin binding;nucleotide binding;single-stranded DNA binding;single-stranded DNA helicase activity	GO:0032508;GO:0006260;GO:0006270;GO:0006348;GO:0000727;GO:0051097;GO:0033260;GO:0031939;GO:0006267;GO:0030174	DNA duplex unwinding;DNA replication;DNA replication initiation;chromatin silencing at telomere;double-strand break repair via break-induced replication;negative regulation of helicase activity;nuclear DNA replication;obsolete negative regulation of chromatin silencing at telomere;pre-replicative co	N/A	N/A	N/A	N/A	N/A	N/A	3.6.4.12 (DNA helicase)	3.6.1.3 (Deleted entry);3.6.4.12 (DNA helicase)
B9J08_000088	B9J08_000088-t37_1	Candida auris strain B8441	PEKT02000001:188,352..188,961(+)	hypothetical protein	hypothetical protein	GO:0005737;GO:0005844;GO:0016272	cytoplasm;polysome;prefoldin complex	GO:0015631;GO:0051082	tubulin binding;unfolded protein binding	GO:0006457;GO:0007021	protein folding;tubulin complex assembly	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000089	B9J08_000089-t37_1	Candida auris strain B8441	PEKT02000001:189,022..190,035(-)	hypothetical protein	hypothetical protein	GO:0044695	Dsc E3 ubiquitin ligase complex	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000090	B9J08_000090-t37_1	Candida auris strain B8441	PEKT02000001:190,868..191,831(+)	60S ribosomal protein L18-A	60S ribosomal protein L18-A	GO:0022625;GO:0005840	cytosolic large ribosomal subunit;ribosome	GO:0003735	structural constituent of ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000091	B9J08_000091-t37_1	Candida auris strain B8441	PEKT02000001:192,641..193,308(+)	40S ribosomal protein S19-A	40S ribosomal protein S19-A	GO:0022627;GO:0005840	cytosolic small ribosomal subunit;ribosome	GO:0003735	structural constituent of ribosome	GO:0006407;GO:0042274;GO:0006412	rRNA export from nucleus;ribosomal small subunit biogenesis;translation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000092	B9J08_000092-t37_1	Candida auris strain B8441	PEKT02000001:193,405..205,854(-)	hypothetical protein	hypothetical protein	GO:0000235;GO:0005938;GO:0030428;GO:0005737;GO:0005868;GO:0005881;GO:0030286;GO:0001411;GO:0005874;GO:0005816	astral microtubule;cell cortex;cell septum;cytoplasm;cytoplasmic dynein complex;cytoplasmic microtubule;dynein complex;hyphal tip;microtubule;spindle pole body	GO:0005524;GO:0016887;GO:0008017;GO:0003777;GO:0008569	ATP binding;ATP hydrolysis activity;microtubule binding;microtubule motor activity;minus-end-directed microtubule motor activity	GO:0040001;GO:0000132;GO:0070789;GO:0007018;GO:0000070;GO:0007097;GO:0030473;GO:0047496	establishment of mitotic spindle localization;establishment of mitotic spindle orientation;metula development;microtubule-based movement;mitotic sister chromatid segregation;nuclear migration;nuclear migration along microtubule;vesicle transport along microtubule	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.4.1.2 (Glutamate dehydrogenase);2.7.-.- (Transferring phosphorus-containing groups.);2.7.4.6 (Nucleoside-diphosphate kinase);2.7.7.- (Nucleotidyltransferases.);2.7.7.8 (Polyribonucleotide nucleotidyltransferase);2.7.8.1 (Ethanolaminephosphotransferase);3.1.3.2 (Acid phosphatase);3.2.1.2 (Beta-amyl
B9J08_000093	B9J08_000093-t37_1	Candida auris strain B8441	PEKT02000001:206,904..208,496(+)	hypothetical protein	hypothetical protein	GO:0016021;GO:0005743	integral component of membrane;mitochondrial inner membrane	GO:0005347;GO:0005471;GO:0005509	ATP transmembrane transporter activity;ATP:ADP antiporter activity;calcium ion binding	GO:0015866;GO:0015867;GO:0006839;GO:0055085	ADP transport;ATP transport;mitochondrial transport;transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_000094	B9J08_000094-t37_1	Candida auris strain B8441	PEKT02000001:209,389..212,034(+)	hypothetical protein	hypothetical protein	GO:0032389;GO:0032300	MutLalpha complex;mismatch repair complex	GO:0005524;GO:0016887;GO:0032135;GO:0032139;GO:0003690;GO:0000404;GO:0030983;GO:0003697	ATP binding;ATP hydrolysis activity;DNA insertion or deletion binding;dinucleotide insertion or deletion binding;double-stranded DNA binding;heteroduplex DNA loop binding;mismatched DNA binding;single-stranded DNA binding	GO:0043570;GO:0000710;GO:0006298	maintenance of DNA repeat elements;meiotic mismatch repair;mismatch repair	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.13.3 (Histidine kinase);3.1.-.- (Acting on ester bonds.)
