Beta FungiDB ID,Beta FungiDB Name
B9J08_000451,Fungal Zn(2)-Cys(6) binuclear cluster domain | domain-containing protein
B9J08_000452,DASH complex subunit Dad4 | domain-containing protein
B9J08_000454,unspecified product
B9J08_000456,unspecified product
B9J08_000457,Uncharacterised protein (DUF2406) | domain-containing protein
B9J08_000458,Protein kinase domain | domain-containing protein
B9J08_000459,emp24/gp25L/p24 family/GOLD | domain-containing protein
B9J08_000460,Aminotransferase class I and II | domain-containing protein
B9J08_000461,Ribosomal protein S27 | domain-containing protein
B9J08_000462,Calcineurin-like phosphoesterase | Serine-threonine protein phosphatase N-terminal domain | domain-containing protein
B9J08_000463,AAA-ATPase Vps4-associated protein 1 | domain-containing protein
B9J08_000464,Signal recognition particle receptor beta subunit | domain-containing protein
B9J08_000465,chorismate synthase
B9J08_000466,unspecified product
B9J08_000467,"Zinc finger, C2H2 type | domain-containing protein"
B9J08_000468,"Zinc finger, C2H2 type | domain-containing protein"
B9J08_000469,dihydrolipoyllysine-residue succinyltransferase
B9J08_000471,Membrane-associating domain | domain-containing protein
B9J08_000472,unspecified product
B9J08_000473,ML-like domain | Transient receptor potential (TRP) ion channel | domain-containing protein
B9J08_000474,"Phosphoinositide 3-kinase family, accessory domain (PIK domain) | Phosphatidylinositol 3- and 4-kinase | PI4-kinase N-terminal region | domain-containing protein"
B9J08_000475,eIF-6 family | domain-containing protein
B9J08_000476,"Clp amino terminal domain, pathogenicity island component | ATPase family associated with various cellular activities (AAA) | AAA lid domain | C-terminal, D2-small domain, of ClpB protein | AAA domain (Cdc48 subfamily) | domain-containing protein"
B9J08_000478,YCII-related domain | domain-containing protein
B9J08_000479,ABC-2 type transporter | ABC-2 type transporter | ABC transporter | CDR ABC transporter | ABC-transporter N-terminal | domain-containing protein
B9J08_000480,"AAA+ lid domain | Cell division protein 48 (CDC48), domain 2 | Cell division protein 48 (CDC48), N-terminal domain | ATPase family associated with various cellular activities (AAA) | Vps4 C terminal oligomerisation domain | domain-containing protein"
B9J08_000481,unspecified product
B9J08_000482,Sodium/calcium exchanger protein | domain-containing protein
B9J08_000483,Hsp70 protein | domain-containing protein
B9J08_000484,Glycine cleavage H-protein | domain-containing protein
B9J08_000485,Synaptobrevin | domain-containing protein
B9J08_000486,Actin | domain-containing protein
B9J08_000487,FAD binding domain | Cytochrome b5-like Heme/Steroid binding domain | domain-containing protein
B9J08_000488,Helicase conserved C-terminal domain | SNF2-related domain | Rad54 N terminal | domain-containing protein
B9J08_000489,RanGTP-binding protein | domain-containing protein
B9J08_000490,unspecified product
B9J08_000491,Cytochrome b5-like Heme/Steroid binding domain | FMN-dependent dehydrogenase | domain-containing protein
B9J08_000492,Myosin head (motor domain) | DIL domain | IQ calmodulin-binding motif | domain-containing protein
B9J08_000493,unspecified product
B9J08_000494,SPX domain | Citrate transporter | domain-containing protein
B9J08_000495,Ubiquitin carboxyl-terminal hydrolase | domain-containing protein
B9J08_000496,5-formyltetrahydrofolate cyclo-ligase family | SET domain | domain-containing protein
B9J08_000497,Maf1 regulator | domain-containing protein
B9J08_000498,inorganic diphosphatase
B9J08_000499,DNA topoisomerase (ATP-hydrolysing)
B9J08_000500,"Chitin synthesis regulation, resistance to Congo red | domain-containing protein"
B9J08_000501,"Cytosolic domain of 10TM putative phosphate transporter | Calcium-dependent channel, 7TM region, putative phosphate | Late exocytosis, associated with Golgi transport | Extracellular tail, of 10TM putative phosphate transporter | domain-containing protein"
B9J08_000502,unspecified product
B9J08_000503,Sugar (and other) transporter | domain-containing protein
B9J08_000504,SacI homology domain | Endonuclease/Exonuclease/phosphatase family 2 | domain-containing protein
B9J08_000505,unspecified product
B9J08_000506,ATP synthase subunit D | domain-containing protein
B9J08_000507,succinate dehydrogenase
B9J08_000508,Protein kinase domain | domain-containing protein
B9J08_000509,Calcineurin-like phosphoesterase | domain-containing protein
B9J08_000510,"RhoGEF domain | Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP) | CNH domain | Pleckstrin homology domain | domain-containing protein"
B9J08_000511,GNS1/SUR4 family | domain-containing protein
B9J08_000512,Thioesterase-like superfamily | domain-containing protein
B9J08_000513,HECT-type E3 ubiquitin transferase
B9J08_000514,Rad52/22 family double-strand break repair protein | domain-containing protein
B9J08_000515,"E1 NEDD8-activating enzyme, NEDD8-activating enzyme E1 catalytic subunit"
B9J08_000516,alpha/beta hydrolase fold | domain-containing protein
B9J08_000517,Multicopper oxidase | Multicopper oxidase | Multicopper oxidase | domain-containing protein
B9J08_000518,Adaptor complexes medium subunit family | domain-containing protein
B9J08_000519,Dolichol phosphate-mannose biosynthesis regulatory protein (DPM2) | domain-containing protein
B9J08_000520,"Lethal giant larvae(Lgl) like, C-terminal | domain-containing protein"
B9J08_000521,unspecified product
B9J08_000522,serine-tRNA ligase
B9J08_000523,Peptidase family M3 | domain-containing protein
B9J08_000524,non-specific serine/threonine protein kinase
B9J08_000525,Intermembrane space protein MIX23 | domain-containing protein
B9J08_000526,unspecified product
B9J08_000527,Snf7 | domain-containing protein
B9J08_000528,superoxide dismutase
B9J08_000529,PX domain | Vps5 C terminal like | domain-containing protein
B9J08_000530,unspecified product
B9J08_000531,Dpy-30 motif | domain-containing protein
B9J08_000532,"Syntaxin 6/10/61, N-terminal | SNARE domain | domain-containing protein"
B9J08_000533,"Transcription initiation factor IID, 18kD subunit | domain-containing protein"
B9J08_000534,unspecified product
B9J08_000535,G-patch domain | domain-containing protein
B9J08_000536,Yeast mitochondrial distribution and morphology (MDM) proteins | domain-containing protein
B9J08_000537,Krr1 KH1 domain | Eukaryotic type KH-domain (KH-domain type I) (327.11.2) | domain-containing protein
B9J08_000538,Acetyltransferase (GNAT) family | domain-containing protein
B9J08_000539,Transport protein particle (TRAPP) component | domain-containing protein
B9J08_000540,unspecified product
B9J08_000541,unspecified product
B9J08_000542,protein-tyrosine-phosphatase
B9J08_000543,Thioredoxin | domain-containing protein
B9J08_000544,SET domain | domain-containing protein
B9J08_000545,Translation initiation factor eIF3 subunit | domain-containing protein
B9J08_000546,unspecified product
B9J08_000547,unspecified product
B9J08_000548,Magnesium transporter MRS2-like | domain-containing protein
B9J08_000549,Protein kinase domain | domain-containing protein
B9J08_000550,"WD domain, G-beta repeat | domain-containing protein"
B9J08_000551,Uncharacterised protein family (UPF0220) | domain-containing protein
B9J08_000552,Protein kinase domain | domain-containing protein
B9J08_000553,unspecified product
B9J08_000554,"Ribosomal protein L23, N-terminal domain | Ribosomal protein L23 | domain-containing protein"
B9J08_000555,LIM domain | domain-containing protein
B9J08_000556,VTT domain | domain-containing protein
B9J08_000557,unspecified product
B9J08_000558,Major Facilitator Superfamily | domain-containing protein
B9J08_000559,S-formylglutathione hydrolase
B9J08_000560,"Grap2 and cyclin-D-interacting, N-terminal | domain-containing protein"
B9J08_000561,WH2 motif | WH1 domain | domain-containing protein
B9J08_000562,unspecified product
B9J08_000563,"CobW/HypB/UreG, nucleotide-binding domain | Cobalamin synthesis protein cobW C-terminal domain | domain-containing protein"
B9J08_000565,Ribosomal protein L17 | domain-containing protein
B9J08_000566,3-dehydrosphinganine reductase
B9J08_000567,Altered inheritance of mitochondria 5 | domain-containing protein
B9J08_000568,ferric-chelate reductase (NADPH)
B9J08_000569,Mitochondrial 39-S ribosomal protein L47 (MRP-L47) | domain-containing protein
B9J08_000570,LSM domain | domain-containing protein
B9J08_000571,unspecified product
B9J08_000572,Secretory pathway protein Sec39 | domain-containing protein
B9J08_000573,PIF1-like helicase | domain-containing protein
B9J08_000574,"DNA helicase Pif1, 2B domain | domain-containing protein"
B9J08_000575,DEAD/DEAH box helicase | domain-containing protein
B9J08_000576,Neuropathy Target Esterase family P-loop like domain | Patatin-like phospholipase | domain-containing protein
B9J08_000577,Aminotransferase class I and II | domain-containing protein
B9J08_000578,unspecified product
B9J08_000579,Phosphotransferase enzyme family | domain-containing protein
B9J08_000580,Mss4 protein | domain-containing protein
B9J08_000581,long-chain-alcohol oxidase
B9J08_000582,Sugar (and other) transporter | domain-containing protein
B9J08_000583,unspecified product
B9J08_000584,Putative GTPase activating protein for Arf | domain-containing protein
B9J08_000586,unspecified product
B9J08_000587,Profilin | domain-containing protein
B9J08_000588,"ThiF family | Ubiquitin-activating enzyme, SCCH domain | domain-containing protein"
B9J08_000589,Glycosyl transferase family 2 | domain-containing protein
B9J08_000590,RNA recognition motif | Zn-finger in Ran binding protein and others | domain-containing protein
B9J08_000591,"Calcium-dependent channel, 7TM region, putative phosphate | Late exocytosis, associated with Golgi transport | Cytosolic domain of 10TM putative phosphate transporter | domain-containing protein"
B9J08_000592,Fungal Zn(2)-Cys(6) binuclear cluster domain | domain-containing protein
B9J08_000593,SH3 domain | PX domain | domain-containing protein
B9J08_000594,PX domain | SH3 domain | domain-containing protein
B9J08_000595,unspecified product
B9J08_000596,Protein kinase domain | domain-containing protein
B9J08_000597,unspecified product
B9J08_000598,ubiquitinyl hydrolase 1
B9J08_000599,SAC3/GANP family | domain-containing protein
B9J08_000600,unspecified product
B9J08_000601,Sel1 repeat | domain-containing protein
B9J08_000602,"Peptidase family M1 domain | Leukotriene A4 hydrolase, C-terminal | Peptidase M1 N-terminal domain | domain-containing protein"
B9J08_000603,PRA1 family protein | domain-containing protein
B9J08_000604,Ribosomal protein S8 | domain-containing protein
B9J08_000605,Ribosomal protein S11 | domain-containing protein
B9J08_000606,"Haem-dependent oxidative N-demethylase, alpha subunit-like | domain-containing protein"
B9J08_000607,Major Facilitator Superfamily | domain-containing protein
B9J08_000608,unspecified product
B9J08_000609,Triose-phosphate Transporter family | domain-containing protein
B9J08_000610,PH domain associated with Beige/BEACH | Beige/BEACH domain | domain-containing protein
B9J08_000611,Ubiquitin carboxyl-terminal hydrolase | domain-containing protein
B9J08_000612,"3' exoribonuclease family, domain 1 | domain-containing protein"
B9J08_000613,glutamate synthase (NADH)
B9J08_000614,unspecified product
B9J08_000615,Fasciclin domain | domain-containing protein
B9J08_000616,Adaptin C-terminal domain | GAT domain | VHS domain | domain-containing protein
B9J08_000617,unspecified product
B9J08_000618,Domain of unknown function (DUF4112) | domain-containing protein
B9J08_000619,Coenzyme Q (ubiquinone) biosynthesis protein Coq4 | domain-containing protein
B9J08_000620,FHA domain | domain-containing protein
B9J08_000621,Spc19 | domain-containing protein
B9J08_000622,lipoyl(octanoyl) transferase
B9J08_000623,PXA domain | domain-containing protein
B9J08_000624,unspecified product
B9J08_000625,"CybS, succinate dehydrogenase cytochrome B small subunit | domain-containing protein"
B9J08_000626,unspecified product
B9J08_000627,DHHC palmitoyltransferase | domain-containing protein
B9J08_000628,Sister chromatid cohesion C-terminus | domain-containing protein
B9J08_000629,"Something about silencing, SAS, complex subunit 4 | domain-containing protein"
B9J08_000630,Calcineurin-like phosphoesterase | domain-containing protein
B9J08_000631,"Exocyst complex component Sec10, N-terminal | Exocyst complex component Sec10-like, alpha-helical bundle | domain-containing protein"
B9J08_000632,Ribosomal protein S27a | Ubiquitin family | domain-containing protein
B9J08_000633,Phosducin | domain-containing protein
B9J08_000634,unspecified product
B9J08_000635,PRELI-like family | domain-containing protein
B9J08_000636,Insulinase (Peptidase family M16) | Peptidase M16 inactive domain | domain-containing protein
B9J08_000637,Histone acetyltransferases subunit 3 | domain-containing protein
B9J08_000638,Mitochondrial ribosomal subunit protein | domain-containing protein
B9J08_000639,SOS response associated peptidase (SRAP) | domain-containing protein
B9J08_000640,Aldo/keto reductase family | domain-containing protein
B9J08_000642,unspecified product
B9J08_000643,"ATPase family associated with various cellular activities (AAA) | Cell division protein 48 (CDC48), N-terminal domain | AAA+ lid domain | domain-containing protein"
B9J08_000644,Family of unknown function (DUF5341) | domain-containing protein
B9J08_000645,AhpC/TSA family | C-terminal domain of 1-Cys peroxiredoxin | domain-containing protein
B9J08_000646,HIT domain | domain-containing protein
B9J08_000647,MED6 mediator sub complex component | domain-containing protein
B9J08_000648,peptidylprolyl isomerase
B9J08_000649,Small ribosomal subunit protein mS41 SAM domain | domain-containing protein
B9J08_000650,CoA binding domain | CoA-ligase | domain-containing protein
