VPDB Gene ID,CGD ID,CGD Annotation
B9J08_001692,CAL0000227085,"Uncharacterized ORF; Ortholog(s) have ATP binding, DNA replication origin binding activity"
B9J08_001693,CAL0000225473,"Uncharacterized ORF; Ortholog(s) have DNA-directed DNA polymerase activity, SUMO binding, double-stranded DNA binding, single-stranded DNA 3'-5' DNA exonuclease activity, single-stranded DNA binding activity"
B9J08_001694,CAL0000219957,"Uncharacterized ORF; Ortholog(s) have role in endoplasmic reticulum to Golgi vesicle-mediated transport and COPII-coated ER to Golgi transport vesicle, Golgi membrane, endoplasmic reticulum membrane localization"
B9J08_001695,CAL0000224879,"Uncharacterized ORF; Ortholog(s) have alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity, trehalose-phosphatase activity"
B9J08_001696,CAL0000223609,"Uncharacterized ORF; Ortholog(s) have role in intracellular distribution of mitochondria, mitochondrial fission, mitochondrion inheritance, mitochondrion organization and cytoplasm, mitochondrion localization"
B9J08_001697,CAL0000226759,Uncharacterized ORF; Ortholog(s) have protein serine/threonine phosphatase activity and role in protein dephosphorylation
B9J08_001698,CAL0000217809,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : CR_05750W_A, <i>C. dubliniensis CD36</i> : Cd36_31150, <i>C. parapsilosis CDC317</i> : CPAR2_205350 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_112958"
B9J08_001699,CAL0000216459,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : YPR084W, <i>C. albicans SC5314</i> : CR_05760C_A, <i>C. glabrata CBS138</i> : CAGL0K07898g, <i>C. dubliniensis CD36</i> : Cd36_31160 and <i>C. parapsilosis CDC317</i> : CPAR2_702430"
B9J08_001700,CAL0000225105,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : CR_05770W_A, <i>C. dubliniensis CD36</i> : Cd36_31170, <i>C. parapsilosis CDC317</i> : CPAR2_205340 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_133521"
B9J08_001701,CAL0000223381,"Uncharacterized ORF; Ortholog(s) have proton-transporting ATPase activity, rotational mechanism activity and role in intracellular calcium ion homeostasis, pexophagy, proteasome storage granule assembly, transmembrane transport, vacuolar acidification"
B9J08_001702,CAL0000217203,"Uncharacterized ORF; Ortholog(s) have role in mitochondrial translation, tricarboxylic acid cycle and cytoplasm, mitochondrion, nucleus localization"
B9J08_001703,CAL0000227607,"Uncharacterized ORF; Ortholog(s) have guanyl-nucleotide exchange factor activity, role in axial cellular bud site selection, bipolar cellular bud site selection and cellular bud neck, incipient cellular bud site localization"
B9J08_001704,CAL0000219833,"Uncharacterized ORF; Ortholog(s) have DNA helicase activity, role in regulation of translational termination and cytoplasmic stress granule localization"
B9J08_001705,CAL0000218125,"Uncharacterized ORF; Ortholog(s) have role in attachment of GPI anchor to protein and GPI-anchor transamidase complex, endoplasmic reticulum, membrane, nuclear inner membrane localization"
B9J08_001706,CAL0000224361,Uncharacterized ORF; Ortholog(s) have RNA binding activity and role in rRNA processing
B9J08_001707,CAL0000222387,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : CR_02460W_A, <i>C. dubliniensis CD36</i> : Cd36_27400, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_103764 and <i>Debaryomyces hansenii CBS767</i> : DEHA2B08250g"
B9J08_001708,CAL0000227961,Uncharacterized ORF; Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit localization
B9J08_001709,CAL0000226583,Uncharacterized ORF; Has domain(s) with predicted role in signal transduction
B9J08_001710,CAL0000219825,"Uncharacterized ORF; Ortholog(s) have ubiquitin protein ligase activity, role in anaphase-promoting complex-dependent catabolic process, protein ubiquitination and anaphase-promoting complex, nuclear periphery localization"
B9J08_001711,CAL0000220983,Uncharacterized ORF; Has domain(s) with predicted role in mitochondrial genome maintenance
B9J08_001712,CAL0000225961,Uncharacterized ORF; Ortholog(s) have role in attachment of GPI anchor to protein and GPI-anchor transamidase complex localization
B9J08_001713,CAL0000228109,"Uncharacterized ORF; Ortholog(s) have L-alanine:2-oxoglutarate aminotransferase activity, pyridoxal phosphate binding activity, role in alanine biosynthetic process, alanine catabolic process and mitochondrion localization"
B9J08_001714,CAL0000217299,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C3_04210W_A, <i>C. dubliniensis CD36</i> : Cd36_84160, <i>Candida tenuis NRRL Y-1498</i> : cten_CGOB_00085 and <i>Debaryomyces hansenii CBS767</i> : DEHA2B08404g"
B9J08_001715,CAL0000217851,Uncharacterized ORF; Ortholog(s) have uridine kinase activity and role in pyrimidine-containing compound salvage
B9J08_001716,CAL0000221175,"Uncharacterized ORF; Ortholog(s) have ATP-dependent activity, acting on RNA activity, role in generation of catalytic spliceosome for first transesterification step, snoRNA splicing and U2-type catalytic step 1 spliceosome localization"
B9J08_001717,CAL0000216759,"Uncharacterized ORF; Has domain(s) with predicted sequence-specific DNA binding, zinc ion binding activity and role in regulation of DNA-templated transcription"
B9J08_001718,CAL0000223143,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_11940C_A, <i>C. dubliniensis CD36</i> : Cd36_11190, <i>C. parapsilosis CDC317</i> : CPAR2_207440 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_120380"
B9J08_001719,CAL0000219507,Uncharacterized ORF; Protein of unknown function
B9J08_001720,CAL0000217621,"Uncharacterized ORF; Has domain(s) with predicted DNA binding, zinc ion binding activity and role in DNA-templated transcription"
B9J08_001721,CAL0000219707,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_12140W_A, <i>C. dubliniensis CD36</i> : Cd36_11370, <i>C. parapsilosis CDC317</i> : CPAR2_207480 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_120384"
B9J08_001722,CAL0000216301,Uncharacterized ORF; Has domain(s) with predicted role in autophagy
B9J08_001723,CAL0000217679,Uncharacterized ORF; Ortholog(s) have aminoacyl-tRNA hydrolase activity and role in mitochondrial translation
B9J08_001724,CAL0000226449,"Uncharacterized ORF; Ortholog(s) have ATPase-coupled transmembrane transporter activity, role in ATP transport, fatty acid transmembrane transport and peroxisomal membrane, peroxisome localization"
B9J08_001725,CAL0000227985,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_12110C_A, <i>C. dubliniensis CD36</i> : Cd36_11340, <i>C. parapsilosis CDC317</i> : CPAR2_805250 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_113409"
B9J08_001726,CAL0000219115,"Uncharacterized ORF; Has domain(s) with predicted ATP binding, protein kinase activity and role in protein phosphorylation"
B9J08_001727,CAL0000220835,Uncharacterized ORF; Ortholog(s) have role in peroxisome organization and peroxisomal membrane localization
B9J08_001728,CAL0000216493,"Uncharacterized ORF; Ortholog(s) have role in endoplasmic reticulum to Golgi vesicle-mediated transport and COPII-coated ER to Golgi transport vesicle, Golgi membrane, endoplasmic reticulum membrane localization"
B9J08_001729,CAL0000218177,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C3_04770C_A/ZCF32, <i>C. dubliniensis CD36</i> : Cd36_84730, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_126673 and <i>Debaryomyces hansenii CBS767</i> : DEHA2B08800g"
B9J08_001730,CAL0000227667,"Uncharacterized ORF; Ortholog(s) have 5'-3' DNA helicase activity, 5'-3' DNA/RNA helicase activity, protein domain specific binding activity"
B9J08_001731,CAL0000225993,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C3_04750W_A, <i>C. dubliniensis CD36</i> : Cd36_84710, <i>C. parapsilosis CDC317</i> : CPAR2_807470 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_136475"
B9J08_001732,CAL0000219519,"Verified ORF; Putative regulatory subunit of calcineurin B (Ca[2+]-calmodulin-regulated S/T protein phosphatase); forms a complex with Cna1; null mutant shows reduced tolerance of extreme heat, cell wall stress, and all tested azoles and echinocandins"
B9J08_001733,CAL0000220205,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_04460C_A, <i>C. dubliniensis CD36</i> : Cd36_04200, <i>C. parapsilosis CDC317</i> : CPAR2_105480 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_115993"
B9J08_001734,CAL0000222791,"Uncharacterized ORF; Ortholog(s) have guanyl-nucleotide exchange factor activity and role in fungal-type cell wall organization, positive regulation of mitotic actomyosin contractile ring assembly, signal transduction"
B9J08_001735,CAL0000221131,"Uncharacterized ORF; Ortholog(s) have role in CENP-A containing chromatin assembly, chromatin remodeling and nucleoplasm localization"
B9J08_001736,CAL0000225409,"Uncharacterized ORF; Ortholog(s) have role in ribosomal large subunit assembly and preribosome, large subunit precursor localization"
B9J08_001737,CAL0000224991,"Uncharacterized ORF; Ortholog(s) have vitamin transmembrane transporter activity, role in vitamin transport and plasma membrane localization"
B9J08_001738,CAL0000217413,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_08170C_A/BUL1, <i>C. dubliniensis CD36</i> : Cd36_07700, <i>C. parapsilosis CDC317</i> : CPAR2_201800/BUL1 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_136492"
B9J08_001739,CAL0000227495,"Uncharacterized ORF; Ortholog(s) have GTPase activator activity, role in positive regulation of protein export from nucleus and cytoplasm, nuclear periphery, nucleus localization"
B9J08_001740,CAL0000219777,Verified ORF; Putative acyl-CoA oxidase involved in beta-oxidation of fatty acids; null mutant is defective in prostaglandin E2 biosynthesis and shows reduced virulence in <i>C. elegans</i>
B9J08_001741,CAL0000221519,"Uncharacterized ORF; Has domain(s) with predicted FAD binding, acyl-CoA oxidase activity, flavin adenine dinucleotide binding, oxidoreductase activity, acting on the CH-CH group of donors activity"
B9J08_001742,CAL0000223229,Uncharacterized ORF; Has domain(s) with predicted metal ion binding activity
B9J08_001743,CAL0000224967,"Uncharacterized ORF; Ortholog(s) have actin cortical patch, cell cortex localization"
B9J08_001744,CAL0000226801,Uncharacterized ORF; Ortholog(s) have structural constituent of ribosome activity and mitochondrial small ribosomal subunit localization
B9J08_001745,CAL0000218813,"Uncharacterized ORF; Ortholog(s) have ATP-dependent activity, acting on RNA, RNA helicase activity, inositol hexakisphosphate binding activity"
B9J08_001746,CAL0000220197,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C3_07540C_A, <i>C. dubliniensis CD36</i> : Cd36_87420, <i>C. parapsilosis CDC317</i> : CPAR2_808300, <i>Debaryomyces hansenii CBS767</i> : DEHA2F06996g and <i>Pichia stipitis Pignal</i> : PICST_28032"
B9J08_001747,CAL0000221529,Uncharacterized ORF; Ortholog(s) have role in maturation of SSU-rRNA and mitochondrial inner membrane localization
B9J08_001748,CAL0000222835,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C3_07560W_A/TCC1, <i>C. dubliniensis CD36</i> : Cd36_87440, <i>C. parapsilosis CDC317</i> : CPAR2_808280 and <i>Candida tenuis NRRL Y-1498</i> : cten_CGOB_00202"
B9J08_001749,CAL0000224279,Uncharacterized ORF; Ortholog(s) have thiamine phosphate phosphatase activity and role in phosphate ion transport
B9J08_001750,CAL0000223425,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C3_07580W_A, <i>C. dubliniensis CD36</i> : Cd36_87460, <i>C. parapsilosis CDC317</i> : CPAR2_808260 and <i>Debaryomyces hansenii CBS767</i> : DEHA2F07084g"
B9J08_001751,CAL0000223881,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C3_07590W_A, <i>C. dubliniensis CD36</i> : Cd36_87470, <i>C. parapsilosis CDC317</i> : CPAR2_808250 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_116900"
B9J08_001752,CAL0000220567,Uncharacterized ORF; Has domain(s) with predicted hydrolase activity
B9J08_001753,CAL0000220997,"Uncharacterized ORF; Ortholog(s) have RNA binding activity, role in maturation of LSU-rRNA, ribosomal large subunit biogenesis and nucleolus localization"
B9J08_001754,CAL0000216397,Uncharacterized ORF; Has domain(s) with predicted role in SCF complex assembly
B9J08_001755,CAL0000226069,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C4_04400C_A, <i>C. parapsilosis CDC317</i> : CPAR2_500680.1, <i>Debaryomyces hansenii CBS767</i> : DEHA2F07194g and <i>Candida tropicalis NEW ASSEMBLY</i> : CTRG1_CGOB_00072"
B9J08_001756,CAL0000225833,"Uncharacterized ORF; Ortholog(s) have role in lysine biosynthetic process, lysine biosynthetic process via aminoadipic acid and mitochondrion localization"
B9J08_001757,CAL0000223667,"Uncharacterized ORF; Ortholog(s) have metalloendopeptidase activity, role in CAAX-box protein processing, peptide mating pheromone maturation involved in positive regulation of conjugation with cellular fusion and endoplasmic reticulum membrane localization"
B9J08_001758,CAL0000225015,Uncharacterized ORF; Ortholog(s) have protein phosphatase inhibitor activity
B9J08_001759,CAL0000220453,"Uncharacterized ORF; Ortholog(s) have fatty acid alpha-hydroxylase activity, sphingosine hydroxylase activity"
B9J08_001760,CAL0000222633,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C4_04600C_A, <i>C. dubliniensis CD36</i> : Cd36_44290, <i>C. parapsilosis CDC317</i> : CPAR2_500740 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_137302"
B9J08_001761,CAL0000220337,"Uncharacterized ORF; Ortholog(s) have orotate phosphoribosyltransferase activity and role in 'de novo' pyrimidine nucleobase biosynthetic process, pyrimidine ribonucleoside biosynthetic process"
B9J08_001762,CAL0000218957,"Uncharacterized ORF; Ortholog(s) have 7S RNA binding activity and role in SRP-dependent cotranslational protein targeting to membrane, SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition"
B9J08_001763,CAL0000216911,Uncharacterized ORF; Has domain(s) with predicted zinc ion binding activity
B9J08_001764,CAL0000227633,"Uncharacterized ORF; Ortholog(s) have phosphoserine residue binding, protein-macromolecule adaptor activity, ubiquitin binding, ubiquitin protein ligase activity, ubiquitin-protein transferase activity"
B9J08_001765,CAL0000225621,"Uncharacterized ORF; Ortholog(s) have leucine-tRNA ligase activity, sequence-specific mRNA binding activity, role in leucyl-tRNA aminoacylation, regulation of TORC1 signaling and cytoplasm localization"
B9J08_001766,CAL0000223313,"Uncharacterized ORF; Has domain(s) with predicted RNA binding, nucleic acid binding activity"
B9J08_001767,CAL0000222129,Uncharacterized ORF; Ortholog(s) have role in ribosomal small subunit biogenesis and nucleolus localization
B9J08_001768,CAL0000221255,"Uncharacterized ORF; Ortholog(s) have phosphatidylinositol-3-phosphate binding activity, role in mitochondrion inheritance, piecemeal microautophagy of the nucleus, vacuole-ER tethering and nucleus-vacuole junction localization"
B9J08_001769,CAL0000217817,"Uncharacterized ORF; Ortholog(s) have U3 snoRNA binding, box C/D RNA binding, box H/ACA snoRNA binding, poly(U) RNA binding, rRNA primary transcript binding, snoRNA binding activity"
B9J08_001770,CAL0000227411,"Uncharacterized ORF; Ortholog(s) have nuclear localization sequence binding, ubiquitin binding activity and role in response to ethanol"
