Protein	GO_IDs
B9J08_004390	GO:0008150;GO:0003674;GO:0071704;GO:0043170;GO:0006807;GO:0008152;GO:0060255;GO:0044424;GO:0010604;GO:1902319;GO:0044238;GO:0044237;GO:0034641;GO:0005488;GO:0005575;GO:0080090;GO:0009987;GO:0065007;GO:0044464
B9J08_004395	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0009987;GO:0003674;GO:0016043;GO:0071840;GO:0043226;GO:0005737;GO:0043229;GO:0044446;GO:0044444;GO:0044422;GO:0032991;GO:0043227;GO:0043231;GO:0005515;GO:0022607;GO:0140535
B9J08_004415	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0065007;GO:0043226;GO:0044422;GO:0050789;GO:0044446;GO:0043229;GO:0044428;GO:0043227;GO:0043231;GO:0048518;GO:0140110;GO:0003712;GO:2001141;GO:0048522;GO:0050794;GO:0005634
B9J08_004416	GO:0005575;GO:0044425;GO:0008150;GO:0016021;GO:0031224;GO:0065007;GO:1904892;GO:0050789;GO:0044464;GO:1904894;GO:0050794;GO:0009987;GO:0046425;GO:0009897;GO:0044459;GO:0098552;GO:0010646
B9J08_004418	GO:0005575;GO:0044425;GO:0031224;GO:0016021;GO:0044464;GO:0044422;GO:0044446;GO:0044424;GO:0044444;GO:0031090;GO:0016020;GO:0044429;GO:0019866;GO:0042170;GO:0097478;GO:0031966
B9J08_004422	GO:0005575;GO:0044464;GO:0008150;GO:0003674;GO:0044424;GO:0005737;GO:0065007;GO:0009987;GO:0005935;GO:0050789;GO:0065008;GO:0050794;GO:0000131;GO:0051179;GO:0051666;GO:0032153;GO:0009593;GO:0051234
B9J08_004428	GO:0008150;GO:0005634;GO:0044464;GO:0043226;GO:0043231;GO:0044424;GO:0043227;GO:0005575;GO:0005515;GO:0065007;GO:0003674;GO:0043229;GO:0005488;GO:0009987;GO:0046983;GO:0050789;GO:0050794;GO:0016787
B9J08_004442	GO:0005575;GO:0044425;GO:0016021;GO:0031224;GO:0008150;GO:0044464;GO:0044238;GO:0071704;GO:0006629;GO:0044422;GO:0009987;GO:0044424;GO:0016020;GO:0044444;GO:0008152;GO:0044446;GO:0051179;GO:0044432;GO:0006810
B9J08_004453	GO:0008150;GO:0005575;GO:0044464;GO:0044424;GO:0071704;GO:0008152;GO:0044237;GO:0005634;GO:0043231;GO:0003674;GO:0043227;GO:0009987;GO:0051704;GO:0032991;GO:0043226;GO:0044419;GO:0043229;GO:0043170;GO:0044238
B9J08_004455	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0005737;GO:0009987;GO:0008092;GO:0016043;GO:0071840;GO:0006996;GO:0005938;GO:0043228;GO:0003674;GO:0043232;GO:0007010;GO:0043229;GO:0043226;GO:0065007;GO:0140694;GO:0015631
B9J08_004465	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0043226;GO:0043229;GO:0043227;GO:0044444;GO:0009987;GO:0043231;GO:0044425;GO:0016043;GO:0071840;GO:0065007;GO:0006996;GO:0060304;GO:0005634
B9J08_004471	GO:0005575;GO:0040011;GO:0008150;GO:0044464;GO:0044461;GO:0006928;GO:0097590;GO:0097588;GO:0048870;GO:0071973;GO:0044422;GO:0005576;GO:0051704;GO:0044463;GO:0003674;GO:0001539;GO:0009405
B9J08_004476	GO:0005575;GO:0044464;GO:0008150;GO:0003824;GO:0031225;GO:0031224;GO:0016020;GO:0005618;GO:0044424;GO:0016740;GO:0030312;GO:0005886;GO:0016746;GO:0003674;GO:0009277;GO:0016772;GO:0051704;GO:0044425
B9J08_004481	GO:0003674;GO:0016874;GO:0016886;GO:0003824;GO:0003676;GO:0097159;GO:0008150;GO:1901363;GO:0005488;GO:0071702;GO:0009987;GO:0071705;GO:0003723;GO:0016881;GO:0005634;GO:0043227;GO:0005575;GO:0043226;GO:0042886;GO:0140489
B9J08_004484	GO:0005575;GO:0044444;GO:0031224;GO:0016021;GO:0044424;GO:0044425;GO:0044464;GO:0044429;GO:0044422;GO:0044446;GO:0008150;GO:0031090;GO:0031966;GO:0005743;GO:0019866;GO:0016020;GO:0009987;GO:0044455;GO:0003674
B9J08_004528	GO:0044444;GO:0044464;GO:0044424;GO:0005575;GO:0003674;GO:0008150;GO:0044429;GO:0043229;GO:0043226;GO:0003824;GO:0043227;GO:0005739;GO:0043231;GO:0009987;GO:0009059;GO:0044446;GO:0034645;GO:0005488
B9J08_004575	GO:0044425;GO:0016021;GO:0031224;GO:0005575;GO:0044464;GO:0016020;GO:0044424;GO:0044422;GO:0044446;GO:0008150;GO:0044444;GO:0031090;GO:0097478;GO:0005488;GO:0005515;GO:0005886;GO:0003674
B9J08_004577	GO:0005575;GO:0071554;GO:0008150;GO:0044464;GO:0071840;GO:0071555;GO:0016043;GO:0045229;GO:0005618;GO:0009987;GO:0030312;GO:0009277;GO:0071852;GO:0031505;GO:0031225;GO:0050896;GO:0051716;GO:0031224;GO:0031504;GO:0044425
B9J08_004582	GO:0008150;GO:0043170;GO:0071704;GO:1901564;GO:0006807;GO:0043412;GO:0008152;GO:0003674;GO:0019538;GO:0044238;GO:0006464;GO:0036211;GO:0044267;GO:0044260;GO:0005575;GO:0044237;GO:0044464;GO:0009987;GO:0005488
B9J08_004597	GO:0005575;GO:0044425;GO:0016021;GO:0031224;GO:0044464;GO:0009987;GO:0044424;GO:0008150;GO:0003824;GO:0016491;GO:0043231;GO:0044444;GO:0043227;GO:0043229;GO:0043226;GO:0003674
B9J08_004614	GO:0005575;GO:0031224;GO:0044425;GO:0016021;GO:0044464;GO:0016020;GO:0008150;GO:0044424;GO:0031090;GO:0005886;GO:0061024;GO:0044446;GO:0098588;GO:0044444;GO:0009987;GO:0044431;GO:0044422
B9J08_004615	GO:0031224;GO:0016021;GO:0005575;GO:0044425;GO:0016020;GO:0008150;GO:0044444;GO:0044464;GO:0098588;GO:0097478;GO:0000139;GO:0044446;GO:0031090;GO:0005886;GO:0044422;GO:0044424;GO:1990007
B9J08_004623	GO:0008150;GO:0005575;GO:0044464;GO:0044424;GO:0009987;GO:0015748;GO:0044422;GO:0044446;GO:0071840;GO:0050789;GO:0016043;GO:0005737;GO:0065007;GO:0006811;GO:0044444;GO:0051641;GO:0051179;GO:0045229;GO:0071554
B9J08_004632	GO:0008150;GO:0009987;GO:0071704;GO:0044238;GO:0008152;GO:1901575;GO:0043170;GO:0003674;GO:0009056;GO:0006807;GO:1901360;GO:0044237;GO:0032502;GO:0006725;GO:0044248;GO:0046483;GO:0003824;GO:0009057
B9J08_004637	GO:0005575;GO:0044464;GO:0008150;GO:0044424;GO:0016020;GO:0044422;GO:0009987;GO:0044446;GO:0031090;GO:0003674;GO:0044425;GO:0005515;GO:0044444;GO:0008152;GO:0005488;GO:0043495;GO:0044237;GO:0016043;GO:0071840
B9J08_004645	GO:0005575;GO:0044464;GO:0044424;GO:0005737;GO:0008150;GO:0016020;GO:0005886;GO:0044422;GO:0016071;GO:0044446;GO:0000373;GO:0044444;GO:0008380;GO:0000375;GO:0044435;GO:0044434;GO:0006397;GO:0071704
B9J08_004660	GO:0005575;GO:0044464;GO:0044424;GO:0031090;GO:0098805;GO:0008150;GO:0098588;GO:0032991;GO:0044446;GO:0044422;GO:0140535;GO:0140110;GO:0016020;GO:0044444;GO:0003700;GO:0043226;GO:0043229;GO:0097478
B9J08_004667	GO:0008150;GO:0005575;GO:0043170;GO:0071704;GO:0044464;GO:0019538;GO:0006807;GO:0008152;GO:1901564;GO:0044238;GO:0009987;GO:0044260;GO:0044424;GO:0044237;GO:0044444;GO:0036211;GO:0043412;GO:0006464;GO:0044267
B9J08_004688	GO:0033643;GO:0018995;GO:0008150;GO:0016032;GO:0005575;GO:0051704;GO:0051701;GO:0044403;GO:0003674;GO:0044419;GO:0097159;GO:0033646;GO:1901363;GO:0019012;GO:0030430;GO:0005488;GO:0003677;GO:0003676;GO:0044003
B9J08_004698	GO:0044464;GO:0008150;GO:0005575;GO:0044424;GO:0005634;GO:0043231;GO:0043226;GO:0043227;GO:0009987;GO:0043229;GO:0016020;GO:0005737;GO:0007049;GO:0005886;GO:0019637;GO:0051234
B9J08_004703	GO:0043226;GO:0043229;GO:0043227;GO:0044464;GO:0044424;GO:0005575;GO:0043231;GO:0008150;GO:0044444;GO:0005634;GO:0003674;GO:0009536;GO:0009507;GO:0006725;GO:1901363;GO:0097159;GO:0009987;GO:0016740;GO:0003676
B9J08_004711	GO:0044422;GO:0044446;GO:0005575;GO:0008150;GO:0044424;GO:0048856;GO:0044430;GO:0044464;GO:0032502;GO:0007275;GO:0032501;GO:0003674;GO:0009987;GO:0071840;GO:0008092;GO:0016043;GO:0099512;GO:0015631
B9J08_004727	GO:0003674;GO:0005488;GO:0008150;GO:1901363;GO:0097159;GO:0003676;GO:0071704;GO:0006807;GO:0043170;GO:0003723;GO:0044238;GO:0008152;GO:1901360;GO:0044237;GO:0009987;GO:0003677;GO:0006725;GO:0005575
B9J08_004732	GO:0005575;GO:0003674;GO:0044464;GO:0003824;GO:0044424;GO:0016787;GO:0008150;GO:0042578;GO:0016772;GO:0005488;GO:0016740;GO:0016788;GO:0005634;GO:0043231;GO:0043229;GO:0046983;GO:0043227;GO:0016791;GO:0043226;GO:0005515
B9J08_004755	GO:0008150;GO:0009987;GO:0005575;GO:0044464;GO:0044424;GO:0071840;GO:0016043;GO:0043227;GO:0043229;GO:0043226;GO:0043231;GO:0044444;GO:0005634;GO:0005829;GO:0050896;GO:0016020;GO:0005488;GO:0065007;GO:0046872
B9J08_004765	GO:0005575;GO:0044464;GO:0044424;GO:0043229;GO:0043226;GO:0043228;GO:0043232;GO:0022613;GO:0044085;GO:0043231;GO:0043227;GO:0005634;GO:0042254;GO:0042274;GO:0042273;GO:0030684;GO:0032991;GO:1990904
B9J08_004777	GO:0008150;GO:0044260;GO:0034645;GO:0009987;GO:0043170;GO:0019538;GO:0005575;GO:0009059;GO:0006412;GO:0009058;GO:0044237;GO:0008152;GO:0071704;GO:0044267;GO:0006807;GO:0044238;GO:0043043;GO:0062097
B9J08_004779	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0043226;GO:0044444;GO:0009987;GO:0043229;GO:0043231;GO:0043227;GO:0071840;GO:0016043;GO:0006996;GO:0005634;GO:0044446;GO:0005829;GO:0044422
B9J08_004780	GO:0005575;GO:0044424;GO:0044464;GO:0071704;GO:0008150;GO:0008152;GO:0043170;GO:0006807;GO:0009987;GO:0032991;GO:0044238;GO:0044237;GO:0140535;GO:0005737;GO:0097159;GO:0034641;GO:1901363;GO:0003676;GO:0019538
B9J08_004790	GO:0008150;GO:0005575;GO:0043170;GO:0044248;GO:0071704;GO:0044260;GO:0008152;GO:0044237;GO:0009987;GO:0044464;GO:0044424;GO:1901564;GO:0006807;GO:1901575;GO:0044238;GO:0043632;GO:0006508;GO:0009056
B9J08_004799	GO:0008150;GO:0044424;GO:0050789;GO:0065007;GO:0044464;GO:0071704;GO:0044237;GO:0006807;GO:0050794;GO:0043170;GO:0005575;GO:0006725;GO:1901360;GO:0006139;GO:0044422;GO:0046483;GO:0044238;GO:0090304;GO:0048523
B9J08_004831	GO:0097159;GO:1901363;GO:0003676;GO:0003674;GO:0005488;GO:0003677;GO:0044464;GO:0044424;GO:0005575;GO:0043231;GO:0050789;GO:0043226;GO:0043227;GO:0043229;GO:0048518;GO:0065007;GO:0005634;GO:0048522;GO:0050794;GO:0008150
B9J08_004842	GO:0008150;GO:0005575;GO:0044464;GO:0065007;GO:0050789;GO:0050794;GO:0048583;GO:0010646;GO:0032101;GO:0009966;GO:0023051;GO:0048870;GO:0071973;GO:0097588;GO:0097590;GO:0040011;GO:0043226;GO:0003674;GO:0009987
B9J08_004863	GO:0005575;GO:0044464;GO:0008150;GO:0031225;GO:0031224;GO:0005618;GO:0009987;GO:0044425;GO:0071554;GO:0030312;GO:0071555;GO:0045229;GO:0016020;GO:0071852;GO:0009277;GO:0071840;GO:0031505;GO:0005576
B9J08_004871	GO:0008150;GO:0003674;GO:0005488;GO:0097159;GO:0009987;GO:0003824;GO:0008152;GO:1901363;GO:0000166;GO:0036094;GO:1901265;GO:0017076;GO:0035639;GO:0043167;GO:0030554;GO:0032555;GO:0032559;GO:0005524;GO:0044237;GO:0071704
B9J08_004894	GO:0008150;GO:0040011;GO:0005575;GO:0051704;GO:0009405;GO:0048870;GO:0044464;GO:0051234;GO:0006810;GO:0052126;GO:0044419;GO:0051179;GO:0006935;GO:0042330;GO:0071702;GO:0097588;GO:0006928
B9J08_004897	GO:0005575;GO:0008150;GO:0040011;GO:0009987;GO:0044464;GO:0044461;GO:0044422;GO:0003674;GO:0016020;GO:0044462;GO:0097590;GO:0097588;GO:0042330;GO:0042597;GO:0005576;GO:0006928;GO:0071973
B9J08_004903	GO:0050789;GO:0050794;GO:0065007;GO:0008150;GO:0048518;GO:0048522;GO:0044424;GO:0005575;GO:0051130;GO:0044464;GO:0051128;GO:0010638;GO:0043226;GO:0051726;GO:0033043;GO:0009987;GO:0045787;GO:0043229;GO:0010564;GO:0090068
B9J08_004904	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0032991;GO:0003674;GO:0050789;GO:0044428;GO:0005488;GO:0044446;GO:0044422;GO:0140535;GO:0065007;GO:0097159;GO:0050794;GO:1901363;GO:0003677;GO:0003676;GO:0040008
B9J08_004911	GO:0008150;GO:0043933;GO:0005575;GO:0071840;GO:0065003;GO:0016043;GO:0009987;GO:0044464;GO:0071824;GO:0022607;GO:0034622;GO:0044424;GO:0034728;GO:0001115;GO:0006325;GO:0019222;GO:0060255;GO:0031323;GO:0010468;GO:0032991
B9J08_004922	GO:0008150;GO:0005575;GO:0044424;GO:0044464;GO:0050789;GO:0050794;GO:0065007;GO:0043229;GO:0043226;GO:0043227;GO:0043231;GO:0005634;GO:0044422;GO:0051128;GO:0044446;GO:0006996;GO:0071840;GO:0033043
B9J08_004940	GO:0044424;GO:0005575;GO:0008150;GO:0044464;GO:0022402;GO:0009987;GO:0044422;GO:0044446;GO:1903047;GO:0005737;GO:0003674;GO:0044428;GO:0005654;GO:0044444;GO:0044839;GO:0003824;GO:0000086
B9J08_004942	GO:0005575;GO:0008150;GO:0044464;GO:0009987;GO:0044424;GO:0032991;GO:0003674;GO:1990234;GO:1902494;GO:0044444;GO:0061695;GO:0044237;GO:0071704;GO:0051641;GO:0008152;GO:0044238;GO:0006796;GO:0008104;GO:1902911
B9J08_004945	GO:0005575;GO:0008150;GO:0044464;GO:0044424;GO:0009987;GO:0043226;GO:0043229;GO:0043227;GO:0071840;GO:0016043;GO:0043231;GO:0044444;GO:0005737;GO:0006996;GO:0031412;GO:0005739;GO:0071702;GO:1902590
B9J08_004951	GO:0005575;GO:0044424;GO:0044464;GO:0043226;GO:0043229;GO:0008150;GO:0043227;GO:0006807;GO:0043231;GO:0008152;GO:0043170;GO:0044237;GO:0071704;GO:0006725;GO:0046483;GO:1901360;GO:0009987;GO:0006139;GO:0090304
B9J08_004963	GO:0043226;GO:0043231;GO:0043227;GO:0043229;GO:0008150;GO:0044424;GO:0005575;GO:0044464;GO:0005634;GO:0005739;GO:0044444;GO:0016846;GO:0003674;GO:0009987;GO:0031982;GO:0044421
B9J08_004984	GO:0008150;GO:0005575;GO:0044464;GO:0009987;GO:0043227;GO:0043231;GO:0006457;GO:0044424;GO:0043226;GO:0043229;GO:0005634;GO:0061077;GO:0050896;GO:0009628;GO:0005737;GO:0006950;GO:0009416;GO:0003674
B9J08_005006	GO:0005575;GO:0003674;GO:0044444;GO:0044464;GO:0044424;GO:0044446;GO:0044422;GO:0008150;GO:0022857;GO:0005215;GO:0065007;GO:0044429;GO:0043167;GO:0044425;GO:0003824;GO:0050789;GO:0043233;GO:0031974;GO:0046872
B9J08_005014	GO:0005575;GO:0044464;GO:0008150;GO:0044424;GO:0065007;GO:0050789;GO:0050794;GO:0009987;GO:0030234;GO:0098772;GO:0043226;GO:0048518;GO:0043229;GO:0043231;GO:0005737;GO:0043227;GO:0048522;GO:0032153;GO:0009889;GO:0005634
B9J08_005017	GO:0098772;GO:0030234;GO:0005575;GO:0019222;GO:0005634;GO:0004857;GO:0044464;GO:0043231;GO:0044424;GO:0043227;GO:0043226;GO:0043229;GO:0065007;GO:0051171;GO:0060255;GO:0009892;GO:0004860;GO:0080090;GO:0008150;GO:0050789
B9J08_005041	GO:0006807;GO:0008150;GO:1901564;GO:0008152;GO:0006725;GO:0006139;GO:0003674;GO:0044237;GO:0071704;GO:0044238;GO:0097159;GO:1901360;GO:0046483;GO:1901363;GO:0034641;GO:0055086;GO:0006220;GO:0003676;GO:0006753
B9J08_005063	GO:0044425;GO:0005575;GO:0031224;GO:0016021;GO:0005576;GO:0032502;GO:0005618;GO:0033644;GO:0030312;GO:0048856;GO:0018995;GO:0042981;GO:0048646;GO:0033643;GO:0010941
B9J08_005066	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0003674;GO:0005515;GO:0005737;GO:0005488;GO:0042995;GO:0065009;GO:0030427;GO:0005935;GO:0051179;GO:0065007;GO:0120025;GO:0050790;GO:0098858;GO:0016192;GO:0006810
B9J08_005072	GO:0008150;GO:0005575;GO:0044464;GO:0051704;GO:0006810;GO:0016020;GO:0009292;GO:0005576;GO:0051234;GO:0042995;GO:0051707;GO:0009607;GO:0003674;GO:0051179;GO:0050896;GO:0009294;GO:0009605;GO:0043207
B9J08_005080	GO:0008150;GO:0009987;GO:0005575;GO:0008152;GO:0071704;GO:0044237;GO:0044425;GO:0016021;GO:0003674;GO:0031224;GO:1901576;GO:0044238;GO:1901564;GO:0022857;GO:0006807;GO:0006793;GO:0009058
B9J08_005090	GO:0005575;GO:0044424;GO:0044464;GO:0008150;GO:0044444;GO:0030234;GO:0098772;GO:0005737;GO:0005829;GO:0065007;GO:0016538;GO:0032991;GO:0009987;GO:0003674;GO:0019207;GO:0050789;GO:0019222
B9J08_005118	GO:0008150;GO:0005575;GO:0005488;GO:0044424;GO:0009987;GO:0065007;GO:0005634;GO:0005737;GO:0043226;GO:0044464;GO:0043227;GO:0071103;GO:0043231;GO:0003674;GO:0043229;GO:0043167;GO:0006996;GO:0050789;GO:0097159;GO:1901363
B9J08_005147	GO:0008150;GO:0009987;GO:0005575;GO:0044464;GO:0044237;GO:0090066;GO:0003674;GO:0044424;GO:0065008;GO:0008152;GO:0071704;GO:0005488;GO:0006884;GO:0005634;GO:0071840;GO:0065007;GO:0003018
B9J08_005156	GO:0005575;GO:0005488;GO:0044424;GO:0044464;GO:0003674;GO:0005515;GO:0005737;GO:0065007;GO:0048518;GO:0050789;GO:0043226;GO:0008150;GO:0050794;GO:0048522;GO:0008092;GO:0043229;GO:0005634;GO:0009893;GO:0015631;GO:0019222
B9J08_005159	GO:0008150;GO:0044464;GO:0005575;GO:0008152;GO:0009987;GO:0071704;GO:0044424;GO:0044237;GO:0044249;GO:0044260;GO:0043229;GO:0043226;GO:0043170;GO:0009058;GO:0007049;GO:0051301;GO:0043231;GO:0005634
B9J08_005164	GO:0005575;GO:0044424;GO:0044464;GO:0008150;GO:0030532;GO:0120114;GO:0044446;GO:0044422;GO:0044428;GO:0097525;GO:0044444;GO:0005685;GO:0071024;GO:0032991;GO:0043226;GO:0140535;GO:0043227;GO:0043229
B9J08_005173	GO:0005575;GO:0008150;GO:0044464;GO:0044424;GO:0009987;GO:0043226;GO:0005634;GO:0043229;GO:0043227;GO:0043231;GO:0022402;GO:0005737;GO:0005815;GO:0065007;GO:1901363;GO:0097159;GO:0003676;GO:0022414;GO:0071840
B9J08_005182	GO:0005575;GO:0044464;GO:0044424;GO:0009987;GO:0044444;GO:0016020;GO:0008150;GO:0044448;GO:0005886;GO:0051286;GO:0008289;GO:0005488;GO:0097159;GO:0003674;GO:0032153;GO:0005935;GO:0009291;GO:0022414
B9J08_005189	GO:0044425;GO:0031224;GO:0016021;GO:0005575;GO:0033644;GO:0018995;GO:0033643;GO:0009987;GO:0003674;GO:1902588;GO:0008150;GO:0020002;GO:0008381;GO:0019012;GO:0044464
B9J08_005193	GO:0005575;GO:0031224;GO:0016021;GO:0044425;GO:0008150;GO:0009987;GO:0044464;GO:0003824;GO:0016020;GO:0016874;GO:0008104;GO:0045184;GO:0050896;GO:0019867;GO:0003909;GO:0016787
B9J08_005194	GO:0008150;GO:0009987;GO:0071840;GO:0016043;GO:0022607;GO:0065003;GO:0043933;GO:0005575;GO:0044464;GO:0044428;GO:0044422;GO:1902494;GO:0044446;GO:0032991;GO:0034622;GO:0003674;GO:0044424;GO:0140535;GO:0071823;GO:0051259
B9J08_005200	GO:0044444;GO:0044464;GO:0044424;GO:0005575;GO:0043229;GO:0044422;GO:0043231;GO:0044446;GO:0043226;GO:0044429;GO:0043227;GO:0008150;GO:0005739;GO:0140535;GO:0008152;GO:0098798;GO:0044391;GO:0032991
B9J08_005215	GO:0044424;GO:0043231;GO:0043227;GO:0043226;GO:0005575;GO:0008150;GO:0044464;GO:0043229;GO:0005634;GO:0009987;GO:0006996;GO:0003674;GO:0071840;GO:0016043;GO:0003677;GO:0005488;GO:0070727;GO:0051276;GO:0051641;GO:0003676
B9J08_005243	GO:0008150;GO:0044464;GO:0005575;GO:0009987;GO:0044424;GO:0022402;GO:0016043;GO:0051301;GO:0043170;GO:0071840;GO:0044427;GO:0043226;GO:1903047;GO:0006996;GO:0044422;GO:0043229;GO:0071704;GO:0044446;GO:0000775;GO:0008152
B9J08_005257	GO:0044424;GO:0005575;GO:0044464;GO:0008150;GO:0044444;GO:0044422;GO:0008104;GO:0051179;GO:0044446;GO:0033036;GO:0044463;GO:0071702;GO:0120038;GO:0051234;GO:0045184;GO:0043226;GO:0042886;GO:0071705;GO:0120036;GO:0006807
B9J08_005266	GO:0005575;GO:0044425;GO:0044464;GO:0031090;GO:0016021;GO:0031224;GO:0016020;GO:0098588;GO:0044422;GO:0044446;GO:0098590;GO:0044459;GO:0044424;GO:0008150;GO:0098805;GO:0016878;GO:0003674;GO:0044444
B9J08_005277	GO:0005488;GO:0003674;GO:0030246;GO:0005575;GO:0008150;GO:0009988;GO:0005515;GO:0008037;GO:0140489;GO:0035036;GO:0005576;GO:0016020;GO:0051704;GO:0032879;GO:0032991;GO:0048029;GO:0005537;GO:0044419
B9J08_005292	GO:0005488;GO:0097159;GO:0005575;GO:0003676;GO:0044424;GO:0005634;GO:1901363;GO:0044464;GO:0043231;GO:0003674;GO:0043227;GO:0043226;GO:0043229;GO:0008150;GO:0003677;GO:0065007;GO:0009889;GO:0031326;GO:0060255;GO:0010468
B9J08_005293	GO:0008150;GO:0009987;GO:0097159;GO:0005575;GO:1901363;GO:0003674;GO:0001578;GO:0005488;GO:1901576;GO:0003677;GO:0006996;GO:0033692;GO:0003676;GO:0050896;GO:0031982;GO:0050789;GO:0016043;GO:0071704;GO:0044238
B9J08_005296	GO:0044464;GO:0044424;GO:0005575;GO:0044444;GO:0008150;GO:0044422;GO:0044446;GO:0043170;GO:0044429;GO:0009987;GO:0071704;GO:0008152;GO:0006807;GO:0044237;GO:0044238;GO:0044260;GO:1901360;GO:0140535;GO:0019866
B9J08_005311	GO:0005575;GO:0044464;GO:0044424;GO:0043226;GO:0043229;GO:0005634;GO:0043231;GO:0003674;GO:0043227;GO:0016787;GO:0016788;GO:0008150;GO:0005737;GO:0003676;GO:0004518;GO:0050794;GO:0097159;GO:0050789;GO:1901363;GO:0003824
B9J08_005315	GO:0044464;GO:0005575;GO:0044424;GO:0008150;GO:0043226;GO:0043229;GO:0005634;GO:0043227;GO:0043231;GO:0009987;GO:0050794;GO:0065007;GO:0005737;GO:0044427;GO:0050789;GO:0140535;GO:0022402
B9J08_005321	GO:0005575;GO:0016020;GO:0044464;GO:0008150;GO:0005576;GO:0018995;GO:0005886;GO:0044425;GO:0009987;GO:0031224;GO:0016021;GO:0097478;GO:0033643;GO:0044421;GO:1990007;GO:0005615;GO:0036407
B9J08_005326	GO:0005575;GO:0044464;GO:0044424;GO:0032991;GO:0008150;GO:0009987;GO:0003674;GO:0044444;GO:0022607;GO:0140535;GO:0005737;GO:0005488;GO:0043933;GO:0065003;GO:0016043;GO:0043226;GO:0044446;GO:0044428
B9J08_005333	GO:0031224;GO:0005575;GO:0016021;GO:0044425;GO:0008150;GO:0033643;GO:0018995;GO:0005576;GO:0010628;GO:0065007;GO:0009987;GO:0050789;GO:0048518;GO:0033644;GO:0033646;GO:0010468;GO:0051239
B9J08_005389	GO:0005575;GO:0008150;GO:0044464;GO:0009987;GO:0044424;GO:0008152;GO:0071840;GO:0043227;GO:0016043;GO:0044444;GO:0043226;GO:0043231;GO:0043229;GO:0044237;GO:0071704;GO:0044238;GO:1901360;GO:0043170;GO:0006139
B9J08_005394	GO:0008150;GO:0005575;GO:0009987;GO:0044464;GO:0005488;GO:0044424;GO:0003674;GO:0044444;GO:1901363;GO:0097159;GO:0006996;GO:0043168;GO:1901265;GO:0043167;GO:0036094;GO:0071840;GO:0000166;GO:0006914;GO:0044237;GO:0008152
B9J08_005420	GO:0005575;GO:0065007;GO:0008150;GO:0065008;GO:0003674;GO:0044464;GO:0005488;GO:0042592;GO:0044421;GO:0044424;GO:0008289;GO:0005615;GO:0005576;GO:0097653;GO:0005737;GO:0005515;GO:0060249
B9J08_005439	GO:0044464;GO:0005575;GO:0044451;GO:0044424;GO:0044422;GO:0044446;GO:0044428;GO:0016592;GO:0008150;GO:0032991;GO:0140110;GO:0009987;GO:0003712;GO:0044798;GO:0044237;GO:0003674;GO:0071704;GO:0043170;GO:0140537
B9J08_005470	GO:0044237;GO:0006807;GO:0071704;GO:0008152;GO:0043170;GO:0034641;GO:0006725;GO:0008150;GO:0006139;GO:0046483;GO:0009987;GO:1901360;GO:0044238;GO:0090304;GO:0044260;GO:0044464;GO:0006259;GO:0043226;GO:0005575
B9J08_005479	GO:0008150;GO:0065007;GO:0044424;GO:0050789;GO:0005575;GO:0044464;GO:0050794;GO:0043226;GO:0043229;GO:0005634;GO:0048519;GO:0043227;GO:0043231;GO:0009987;GO:0048523;GO:0080090;GO:0050790;GO:0019222;GO:0044444;GO:0065009
B9J08_005502	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0005737;GO:0009987;GO:0044422;GO:0032991;GO:0044446;GO:0140535;GO:0016020;GO:0005886;GO:0044428;GO:0050794;GO:0050789;GO:0003674;GO:0008180
B9J08_005519	GO:0003674;GO:0008150;GO:0009987;GO:0005575;GO:0008152;GO:0044237;GO:0043170;GO:0071704;GO:0044260;GO:0005634;GO:0022402;GO:1903047;GO:0043227;GO:0018995;GO:0043226;GO:0043231;GO:0007059;GO:0051321;GO:0044424
B9J08_005534	GO:0008150;GO:0005575;GO:0044464;GO:0044424;GO:0009987;GO:0008152;GO:0043227;GO:0005634;GO:0043226;GO:0043231;GO:0043229;GO:0005737;GO:0034401;GO:0044237;GO:0043170;GO:0071704;GO:0016043
B9J08_005538	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0044446;GO:0044422;GO:0044444;GO:0009987;GO:0005737;GO:0012501;GO:0043229;GO:0043226;GO:0043227;GO:0008219;GO:0043231;GO:0044430;GO:0005634;GO:0005874
B9J08_005543	GO:0005575;GO:0008150;GO:0044464;GO:0030427;GO:0005935;GO:0009987;GO:0044424;GO:0065007;GO:0050789;GO:0005737;GO:0050794;GO:0005934;GO:0001558;GO:0000131;GO:0043332;GO:0040008;GO:0007049;GO:0048518;GO:0022402;GO:0051128
B9J08_005546	GO:0005575;GO:0044425;GO:0016021;GO:0031224;GO:0044464;GO:0003824;GO:0016020;GO:0008150;GO:0016491;GO:0005886;GO:0006810;GO:0003674;GO:0051234;GO:0008152;GO:0051179;GO:0009987;GO:0005488
